# experiment P-148 (R-148)
# hypothesis: A metric field must be interpolated, and component-wise interpolation of symmetric positive-definite matrices is not intrinsic -- it can swell determinants, which in mesh terms means spuriously coarsening. The log-Euclidean scheme exp((1-t)log M1 + t log M2) is determinant-monotone. This lands directly on M-32: seams are bit-exact only when the cell size is a power of two, and a matrix logarithm is not obviously going to preserve that. (C1) Component-wise interpolation produces measurable determinant swell -- above 5% on at least one field -- and log-Euclidean does not. (C2) Log-Euclidean interpolation preserves M-32's power-of-two bit-exactness, or it does not, and which is stated as the result rather than assumed. (C3) The seam remains closed under both schemes: zero additional open edges against the existing seam counter. SHARE: C1 moves the metric-construction stage, whose share P-146 C3 reports.
# falsified by: C1 by no swell, which would mean the intrinsic scheme is unnecessary here and saves the transcendental cost. C2 by loss of bit-exactness, which would make log-Euclidean incompatible with the crate's determinism goal and is the outcome that decides the row. C3 by new open edges under either scheme. VACUITY CONTROL: the fixture must contain a seam where the two chunks' metrics genuinely differ, reported as a metric-distance column, or both schemes are interpolating between equal endpoints.
# commit 923df1e on amd-ryzen-9-5900x-12-core at 2026-08-30T14:19:10Z
interpolation_scheme,seam_axis,determinant_swell_max,determinant_swell_mean,seam_vertices_moved,seam_open_edges,hashes_moved,bit_exact_seam,cell_size_power_of_two,c1_holds,c2_holds,c3_holds,at_floor_fraction,at_floor_pairs,bit_exact_first_failure_t,bit_exact_pairs,bit_exact_seam_nondyadic,boundary_edges_total,boundary_edges_total_baseline,c1_componentwise_swell_max,c1_log_euclidean_swell_max,c1_row_swell_above_bar,c2_global_holds,c3_global_holds,c3_row_decisive,cell_size,cells_per_axis,cells_per_chunk,control_seam_open_edges,control_seam_opens,determinant_swell_max_off_floor,dyadic_ladder_steps,field,gap_over_weld_epsilon,golden_control_hash_moved,golden_fixture_matches_shipped,golden_interpolations,golden_rows,interp_ms,interp_ns_per_pair,interp_ns_per_pair_max,interp_ns_per_pair_min,log_determinant_swell_max,metric_distance_max,metric_distance_mean,metric_distance_min,metric_ms,min_metric_eigenvalue,nondyadic_ladder_steps,off_floor_pairs,p_norm,pairs_with_distinct_metrics,seam_cells,seam_ghost_ulps,seam_open_edges_baseline,seam_own_ulps,seam_pairs,seam_plane_ulps,seam_position_delta,seam_position_delta_cells,seam_vertices_a,seam_vertices_b,seam_vertices_displaced,seam_vertices_unmatched,seam_worst_displacement_gap,seam_worst_displacement_gap_cells,swell_self_max,timing_repeats,transcendental_cost_ratio,weight_reversal_exact,weld_epsilon,welded_away
log_euclidean,y,1.302673e-7,3.022950e-11,0,0,0,true,true,true,true,true,0.874023,895,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,34,true,2.708944e-14,8,csg_difference,0.000000e0,true,true,207872,24,15.727211,754.967,761.061,754.889,1.302673e-7,2.330878e1,9.396796e-1,0.000000e0,2.227457,1.097749e-8,10,903,2.0,179,1024,0,0,0,60,0,0.000000e0,0.000000e0,60,60,60,0,0.000000e0,0.000000e0,9.959035e-8,5,249.382581,false,1.250000e-5,60
componentwise,y,5.975205e9,5.351684e6,24,0,0,false,false,true,true,true,0.870242,1006,0.000000,968,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.176470588235e-1,34,17,58,true,7.139654e0,8,csg_difference,2.359224e-12,true,true,207872,24,1.972265,3.027,3.359,3.008,2.251088e1,2.188450e1,6.659597e-1,0.000000e0,2.500280,1.066659e-8,10,1050,2.0,195,1156,30,0,2,76,0,2.081668e-16,1.769418e-15,76,76,76,0,2.775558e-17,2.359224e-16,0.000000e0,5,249.382581,false,1.176471e-5,76
log_euclidean,y,1.636046e-7,-3.271884e-11,26,0,0,false,false,true,true,true,0.870242,1006,0.000000,968,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,58,true,2.797762e-14,8,csg_difference,2.359224e-12,true,true,207872,24,17.438674,754.967,761.061,754.889,1.636045e-7,2.188450e1,6.659597e-1,0.000000e0,2.500280,1.066648e-8,10,1050,2.0,195,1156,30,0,2,76,0,2.081668e-16,1.769418e-15,76,76,76,0,2.775558e-17,2.359224e-16,1.196515e-7,5,249.382581,false,1.176471e-5,76
componentwise,z,6.841331e9,1.046984e7,0,0,0,true,true,true,true,true,0.874023,895,none,1024,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.250000000000e-1,32,16,34,true,1.882027e1,8,csg_difference,0.000000e0,true,true,207872,24,1.754704,3.027,3.359,3.008,2.264625e1,2.330878e1,9.396796e-1,0.000000e0,2.248637,1.097760e-8,10,903,2.0,179,1024,0,0,0,60,0,0.000000e0,0.000000e0,60,60,60,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,60
log_euclidean,z,1.167312e-7,-5.208503e-11,0,0,0,true,true,true,true,true,0.874023,895,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,34,true,1.820766e-14,8,csg_difference,0.000000e0,true,true,207872,24,16.297915,754.967,761.061,754.889,1.167312e-7,2.330878e1,9.396796e-1,0.000000e0,2.248637,1.097749e-8,10,903,2.0,179,1024,0,0,0,60,0,0.000000e0,0.000000e0,60,60,60,0,0.000000e0,0.000000e0,1.853571e-7,5,249.382581,false,1.250000e-5,60
componentwise,z,5.975205e9,5.351684e6,24,0,0,false,false,true,true,true,0.870242,1006,0.000000,968,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.176470588235e-1,34,17,58,true,7.139654e0,8,csg_difference,2.359224e-12,true,true,207872,24,1.946085,3.027,3.359,3.008,2.251088e1,2.188450e1,6.659597e-1,0.000000e0,2.607080,1.066659e-8,10,1050,2.0,195,1156,30,0,2,76,0,2.081668e-16,1.769418e-15,76,76,76,0,2.775558e-17,2.359224e-16,0.000000e0,5,249.382581,false,1.176471e-5,76
log_euclidean,z,1.002145e-7,-2.271585e-11,25,0,0,false,false,true,true,true,0.870242,1006,0.000000,968,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,58,true,1.776357e-14,8,csg_difference,2.359224e-12,true,true,207872,24,17.845507,754.967,761.061,754.889,1.002145e-7,2.188450e1,6.659597e-1,0.000000e0,2.607080,1.066648e-8,10,1050,2.0,195,1156,30,0,2,76,0,2.081668e-16,1.769418e-15,76,76,76,0,2.775558e-17,2.359224e-16,2.439823e-7,5,249.382581,false,1.176471e-5,76
componentwise,x,3.552714e-14,1.040834e-17,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,1.109738,3.027,3.359,3.008,3.552714e-14,0.000000e0,0.000000e0,0.000000e0,1.183279,1.159996e-8,10,0,2.0,0,1024,0,0,0,32,0,0.000000e0,0.000000e0,32,32,32,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,32
log_euclidean,x,4.085621e-14,-2.676431e-17,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,10.128688,754.967,761.061,754.889,4.085621e-14,0.000000e0,0.000000e0,0.000000e0,1.183279,1.159996e-8,10,0,2.0,0,1024,0,0,0,32,0,0.000000e0,0.000000e0,32,32,32,0,0.000000e0,0.000000e0,6.394885e-14,5,249.382581,false,1.250000e-5,32
componentwise,x,7.815970e-14,1.005402e-16,0,0,0,true,false,true,true,true,1.000000,1156,none,1156,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,1.220750,3.027,3.359,3.008,7.815970e-14,0.000000e0,0.000000e0,0.000000e0,1.261430,1.108521e-8,10,0,2.0,0,1156,30,0,2,36,0,2.081668e-16,1.769418e-15,36,36,36,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.176471e-5,36
log_euclidean,x,7.105427e-14,7.836868e-17,0,0,0,true,false,true,true,true,1.000000,1156,none,1156,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,11.264816,754.967,761.061,754.889,7.105427e-14,0.000000e0,0.000000e0,0.000000e0,1.261430,1.108521e-8,10,0,2.0,0,1156,30,0,2,36,0,2.081668e-16,1.769418e-15,36,36,36,0,0.000000e0,0.000000e0,8.881784e-14,5,249.382581,false,1.176471e-5,36
componentwise,y,3.398239e1,2.809926e0,0,0,0,true,true,true,true,true,0.683594,700,none,1024,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.250000000000e-1,32,16,14,true,2.665703e1,8,thin_plate,0.000000e0,true,true,207872,24,2.484369,3.027,3.359,3.008,3.554845e0,3.578591e0,1.197181e0,0.000000e0,1.879804,1.159996e-8,10,2268,2.0,828,1024,0,0,0,60,0,0.000000e0,0.000000e0,60,60,60,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,60
log_euclidean,y,1.145750e-13,3.295355e-16,0,0,0,true,true,true,true,true,0.683594,700,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,14,true,1.145750e-13,8,thin_plate,0.000000e0,true,true,207872,24,23.176018,754.967,761.061,754.889,1.145750e-13,3.578591e0,1.197181e0,0.000000e0,1.879804,1.159996e-8,10,2268,2.0,828,1024,0,0,0,60,0,0.000000e0,0.000000e0,60,60,60,0,0.000000e0,0.000000e0,1.056932e-13,5,249.382581,false,1.250000e-5,60
componentwise,y,2.075601e1,1.746222e0,4,0,0,false,false,true,true,true,0.719723,832,0.000000,130,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.176470588235e-1,34,17,14,true,2.075601e1,8,thin_plate,9.482306e-14,true,true,207872,24,2.691170,3.027,3.359,3.008,3.079890e0,2.933299e0,1.126588e0,3.662053e-15,2.032396,1.108521e-8,10,2268,2.0,1156,1156,30,0,2,68,0,2.081668e-16,1.769418e-15,68,68,68,0,1.115565e-18,9.482306e-18,0.000000e0,5,249.382581,false,1.176471e-5,68
log_euclidean,y,6.661338e-14,5.337083e-17,4,0,0,false,false,true,true,true,0.719723,832,0.000000,130,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,14,true,6.661338e-14,8,thin_plate,6.007987e-14,true,true,207872,24,24.481149,754.967,761.061,754.889,6.661338e-14,2.933299e0,1.126588e0,3.662053e-15,2.032396,1.108521e-8,10,2268,2.0,1156,1156,30,0,2,68,0,2.081668e-16,1.769418e-15,68,68,68,0,7.068220e-19,6.007987e-18,5.062617e-14,5,249.382581,false,1.176471e-5,68
componentwise,z,3.552714e-14,5.898060e-17,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,1.145799,3.027,3.359,3.008,3.552714e-14,0.000000e0,0.000000e0,0.000000e0,1.122368,1.159996e-8,10,0,2.0,0,1024,0,0,0,32,0,0.000000e0,0.000000e0,32,32,32,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,32
log_euclidean,z,3.907985e-14,-1.796678e-16,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,10.889383,754.967,761.061,754.889,3.907985e-14,0.000000e0,0.000000e0,0.000000e0,1.122368,1.159996e-8,10,0,2.0,0,1024,0,0,0,32,0,0.000000e0,0.000000e0,32,32,32,0,0.000000e0,0.000000e0,7.815970e-14,5,249.382581,false,1.250000e-5,32
componentwise,z,7.815970e-14,8.561285e-17,0,0,0,true,false,true,true,true,1.000000,1156,none,1156,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,1.292330,3.027,3.359,3.008,7.815970e-14,0.000000e0,0.000000e0,0.000000e0,1.262460,1.108521e-8,10,0,2.0,0,1156,30,0,2,36,0,2.081668e-16,1.769418e-15,36,36,36,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.176471e-5,36
log_euclidean,z,4.618528e-14,-4.603337e-16,0,0,0,true,false,true,true,true,1.000000,1156,none,1156,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,0,false,none,8,thin_plate,0.000000e0,true,true,207872,24,12.204344,754.967,761.061,754.889,4.618528e-14,0.000000e0,0.000000e0,0.000000e0,1.262460,1.108521e-8,10,0,2.0,0,1156,30,0,2,36,0,2.081668e-16,1.769418e-15,36,36,36,0,0.000000e0,0.000000e0,8.881784e-14,5,249.382581,false,1.176471e-5,36
componentwise,x,2.652201e3,2.741370e0,2,3,0,true,true,true,true,false,0.000000,0,none,3136,false,5,0,6.841331e9,1.771547e-7,true,true,false,true,2.500000000000e-1,56,28,585,true,2.652201e3,8,gyroid,1.712178e2,true,true,207872,24,18.512012,3.027,3.359,3.008,7.883522e0,1.069074e1,9.303539e-1,2.554017e-2,18.677544,2.539880e-4,10,21952,2.0,3136,3136,0,0,0,295,0,0.000000e0,0.000000e0,295,294,295,18446744073709551615,4.280446e-3,1.712178e-2,0.000000e0,5,249.382581,false,2.500000e-5,312
log_euclidean,x,4.423129e-13,-1.361454e-15,2,3,0,true,true,true,true,false,0.000000,0,none,3136,false,5,0,6.841331e9,1.771547e-7,false,true,false,true,2.500000000000e-1,56,28,585,true,4.423129e-13,8,gyroid,1.720693e2,true,true,207872,24,167.409036,754.967,761.061,754.889,4.423129e-13,1.069074e1,9.303539e-1,2.554017e-2,18.677544,3.459366e-6,10,21952,2.0,3136,3136,0,0,0,295,0,0.000000e0,0.000000e0,295,294,295,18446744073709551615,4.301734e-3,1.720693e-2,5.417888e-13,5,249.382581,false,2.500000e-5,312
componentwise,x,1.137639e4,4.729303e0,240,11,0,false,false,true,true,false,0.000000,0,0.000000,1140,false,16,0,6.841331e9,1.771547e-7,true,true,false,true,2.413793103448e-1,58,29,625,true,1.137639e4,8,gyroid,1.712082e2,true,true,207872,24,19.707412,3.027,3.359,3.008,9.339383e0,1.306766e1,9.168552e-1,8.639623e-4,19.854943,2.385624e-4,10,23548,2.0,3364,3364,7,0,7,317,0,9.714451e-17,4.024558e-16,317,316,317,18446744073709551615,4.132611e-3,1.712082e-2,0.000000e0,5,249.382581,false,2.413793e-5,322
log_euclidean,x,7.744916e-13,-3.807658e-16,240,11,0,false,false,true,true,false,0.000000,0,0.000000,1140,false,16,0,6.841331e9,1.771547e-7,false,true,false,true,2.413793103448e-1,58,29,625,true,7.744916e-13,8,gyroid,1.720188e2,true,true,207872,24,178.904454,754.967,761.061,754.889,7.744916e-13,1.306766e1,9.168552e-1,8.639623e-4,19.854943,3.058634e-6,10,23548,2.0,3364,3364,7,0,7,317,0,9.714451e-17,4.024558e-16,317,316,317,18446744073709551615,4.152178e-3,1.720188e-2,5.915268e-13,5,249.382581,false,2.413793e-5,322
componentwise,y,2.652201e3,2.741370e0,2,3,0,true,true,true,true,false,0.000000,0,none,3136,false,5,0,6.841331e9,1.771547e-7,true,true,false,true,2.500000000000e-1,56,28,585,true,2.652201e3,8,gyroid,1.712178e2,true,true,207872,24,17.595826,3.027,3.359,3.008,7.883522e0,1.069074e1,9.303539e-1,2.554017e-2,18.838235,2.539880e-4,10,21952,2.0,3136,3136,0,0,0,295,0,0.000000e0,0.000000e0,295,294,295,18446744073709551615,4.280446e-3,1.712178e-2,0.000000e0,5,249.382581,false,2.500000e-5,312
log_euclidean,y,6.146195e-13,-3.675034e-16,2,3,0,true,true,true,true,false,0.000000,0,none,3136,false,5,0,6.841331e9,1.771547e-7,false,true,false,true,2.500000000000e-1,56,28,585,true,6.146195e-13,8,gyroid,1.720693e2,true,true,207872,24,156.747694,754.967,761.061,754.889,6.146195e-13,1.069074e1,9.303539e-1,2.554017e-2,18.838235,3.459366e-6,10,21952,2.0,3136,3136,0,0,0,295,0,0.000000e0,0.000000e0,295,294,295,18446744073709551615,4.301734e-3,1.720693e-2,3.606004e-13,5,249.382581,false,2.500000e-5,312
componentwise,y,1.137639e4,4.729303e0,236,11,0,false,false,true,true,false,0.000000,0,0.000000,1138,false,17,0,6.841331e9,1.771547e-7,true,true,false,true,2.413793103448e-1,58,29,625,true,1.137639e4,8,gyroid,1.712082e2,true,true,207872,24,18.715484,3.027,3.359,3.008,9.339383e0,1.306767e1,9.168552e-1,8.639623e-4,20.163785,2.385624e-4,10,23548,2.0,3364,3364,7,0,7,317,0,9.714451e-17,4.024558e-16,317,316,317,18446744073709551615,4.132611e-3,1.712082e-2,0.000000e0,5,249.382581,false,2.413793e-5,322
log_euclidean,y,5.755396e-13,-1.950717e-16,236,11,0,false,false,true,true,false,0.000000,0,0.000000,1138,false,17,0,6.841331e9,1.771547e-7,false,true,false,true,2.413793103448e-1,58,29,625,true,5.755396e-13,8,gyroid,1.720188e2,true,true,207872,24,168.033571,754.967,761.061,754.889,5.755396e-13,1.306767e1,9.168552e-1,8.639623e-4,20.163785,3.058634e-6,10,23548,2.0,3364,3364,7,0,7,317,0,9.714451e-17,4.024558e-16,317,316,317,18446744073709551615,4.152178e-3,1.720188e-2,6.767920e-13,5,249.382581,false,2.413793e-5,322
componentwise,z,2.652201e3,2.741370e0,2,3,0,true,true,true,true,false,0.000000,0,none,3136,false,5,0,6.841331e9,1.771547e-7,true,true,false,true,2.500000000000e-1,56,28,585,true,2.652201e3,8,gyroid,1.712178e2,true,true,207872,24,17.904317,3.027,3.359,3.008,7.883522e0,1.069074e1,9.303539e-1,2.554017e-2,18.666674,2.539880e-4,10,21952,2.0,3136,3136,0,0,0,295,0,0.000000e0,0.000000e0,295,294,295,18446744073709551615,4.280446e-3,1.712178e-2,0.000000e0,5,249.382581,false,2.500000e-5,312
log_euclidean,z,5.027090e-13,1.164864e-15,2,3,0,true,true,true,true,false,0.000000,0,none,3136,false,5,0,6.841331e9,1.771547e-7,false,true,false,true,2.500000000000e-1,56,28,585,true,5.027090e-13,8,gyroid,1.720693e2,true,true,207872,24,158.604129,754.967,761.061,754.889,5.027090e-13,1.069074e1,9.303539e-1,2.554017e-2,18.666674,3.459366e-6,10,21952,2.0,3136,3136,0,0,0,295,0,0.000000e0,0.000000e0,295,294,295,18446744073709551615,4.301734e-3,1.720693e-2,4.032330e-13,5,249.382581,false,2.500000e-5,312
componentwise,z,1.137639e4,4.729303e0,234,11,0,false,false,true,true,false,0.000000,0,0.000000,1158,false,17,0,6.841331e9,1.771547e-7,true,true,false,true,2.413793103448e-1,58,29,625,true,1.137639e4,8,gyroid,1.712082e2,true,true,207872,24,19.153817,3.027,3.359,3.008,9.339383e0,1.306766e1,9.168552e-1,8.639623e-4,19.925063,2.385624e-4,10,23548,2.0,3364,3364,7,0,7,317,0,9.714451e-17,4.024558e-16,317,316,317,18446744073709551615,4.132611e-3,1.712082e-2,0.000000e0,5,249.382581,false,2.413793e-5,322
log_euclidean,z,5.631051e-13,-2.216344e-16,238,11,0,false,false,true,true,false,0.000000,0,0.000000,1158,false,17,0,6.841331e9,1.771547e-7,false,true,false,true,2.413793103448e-1,58,29,625,true,5.631051e-13,8,gyroid,1.720188e2,true,true,207872,24,169.969156,754.967,761.061,754.889,5.631051e-13,1.306766e1,9.168552e-1,8.639623e-4,19.925063,3.058635e-6,10,23548,2.0,3364,3364,7,0,7,317,0,9.714451e-17,4.024558e-16,317,316,317,18446744073709551615,4.152178e-3,1.720188e-2,5.275780e-13,5,249.382581,false,2.413793e-5,322
componentwise,x,1.347314e1,7.670187e-1,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,190,190,6.841331e9,1.771547e-7,true,true,false,true,5.000000000000e-1,32,16,0,false,none,8,fbm_terrain,0.000000e0,true,true,207872,24,1.873234,3.027,3.359,3.008,2.672294e0,5.376344e0,1.822827e0,4.263352e-1,14.802224,1.469171e-8,10,0,2.0,1024,1024,0,0,0,47,0,0.000000e0,0.000000e0,47,47,47,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,5.000000e-5,48
log_euclidean,x,8.881784e-15,4.113773e-17,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,190,190,6.841331e9,1.771547e-7,false,true,false,true,5.000000000000e-1,32,16,0,false,none,8,fbm_terrain,0.000000e0,true,true,207872,24,16.058974,754.967,761.061,754.889,8.881784e-15,5.376344e0,1.822827e0,4.263352e-1,14.802224,1.466779e-8,10,0,2.0,1024,1024,0,0,0,47,0,0.000000e0,0.000000e0,47,47,47,0,0.000000e0,0.000000e0,2.131628e-14,5,249.382581,false,5.000000e-5,48
componentwise,x,1.219684e1,7.645216e-1,38,0,0,false,false,true,true,true,1.000000,1156,0.000000,0,false,198,198,6.841331e9,1.771547e-7,true,true,false,true,4.705882352941e-1,34,17,0,false,none,8,fbm_terrain,1.827688e-14,true,true,207872,24,2.077846,3.027,3.359,3.008,2.579977e0,5.318028e0,1.749315e0,3.660906e-1,16.789529,1.453434e-8,10,0,2.0,1156,1156,30,0,2,55,0,8.326673e-16,1.769418e-15,55,55,55,0,8.600883e-19,1.827688e-18,0.000000e0,5,249.382581,false,4.705882e-5,55
log_euclidean,x,1.065814e-14,-1.141505e-17,38,0,0,false,false,true,true,true,1.000000,1156,0.000000,0,false,198,198,6.841331e9,1.771547e-7,false,true,false,true,4.705882352941e-1,34,17,0,false,none,8,fbm_terrain,6.359133e-14,true,true,207872,24,18.307431,754.967,761.061,754.889,1.065814e-14,5.318028e0,1.749315e0,3.660906e-1,16.789529,1.451303e-8,10,0,2.0,1156,1156,30,0,2,55,0,8.326673e-16,1.769418e-15,55,55,55,0,2.992533e-18,6.359133e-18,1.421085e-14,5,249.382581,false,4.705882e-5,55
componentwise,y,5.151435e-14,2.131232e-17,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,190,190,6.841331e9,1.771547e-7,false,true,false,true,5.000000000000e-1,32,16,0,false,none,8,fbm_terrain,0.000000e0,true,true,207872,24,2.078756,3.027,3.359,3.008,5.151435e-14,3.763863e-12,1.270268e-14,0.000000e0,15.114376,1.344484e-8,10,0,2.0,918,1024,0,0,0,350,0,0.000000e0,0.000000e0,350,350,350,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,5.000000e-5,351
log_euclidean,y,7.105427e-14,-5.228952e-17,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,190,190,6.841331e9,1.771547e-7,false,true,false,true,5.000000000000e-1,32,16,0,false,none,8,fbm_terrain,0.000000e0,true,true,207872,24,17.759377,754.967,761.061,754.889,7.105427e-14,3.763863e-12,1.270268e-14,0.000000e0,15.114376,1.344484e-8,10,0,2.0,918,1024,0,0,0,350,0,0.000000e0,0.000000e0,350,350,350,0,0.000000e0,0.000000e0,2.664535e-14,5,249.382581,false,5.000000e-5,351
componentwise,y,7.105427e-14,-1.975681e-18,11,0,0,false,false,true,true,true,1.000000,1156,0.000000,4,false,198,198,6.841331e9,1.771547e-7,false,true,false,true,4.705882352941e-1,34,17,0,false,none,8,fbm_terrain,1.213978e-13,true,true,207872,24,2.479029,3.027,3.359,3.008,7.105427e-14,1.060250e-12,1.233456e-14,0.000000e0,17.164352,1.280429e-8,10,0,2.0,1096,1156,30,0,2,367,0,8.326673e-16,1.769418e-15,367,367,367,0,5.712836e-18,1.213978e-17,0.000000e0,5,249.382581,false,4.705882e-5,367
log_euclidean,y,8.526513e-14,2.546433e-17,11,0,0,false,false,true,true,true,1.000000,1156,0.000000,7,false,198,198,6.841331e9,1.771547e-7,false,true,false,true,4.705882352941e-1,34,17,0,false,none,8,fbm_terrain,1.108450e-13,true,true,207872,24,21.901389,754.967,761.061,754.889,8.526513e-14,1.060250e-12,1.233456e-14,0.000000e0,17.164352,1.280429e-8,10,0,2.0,1096,1156,30,0,2,367,0,8.326673e-16,1.769418e-15,367,367,367,0,5.216235e-18,1.108450e-17,1.421085e-14,5,249.382581,false,4.705882e-5,367
componentwise,z,3.737120e0,3.846978e-1,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,190,190,6.841331e9,1.771547e-7,true,true,false,true,5.000000000000e-1,32,16,0,false,none,8,fbm_terrain,0.000000e0,true,true,207872,24,1.882054,3.027,3.359,3.008,1.555429e0,3.982857e0,1.575157e0,4.214647e-1,14.674993,1.562267e-8,10,0,2.0,1024,1024,0,0,0,45,0,0.000000e0,0.000000e0,45,45,45,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,5.000000e-5,46
log_euclidean,z,7.105427e-15,-3.469447e-18,0,0,0,true,true,true,true,true,1.000000,1024,none,1024,false,190,190,6.841331e9,1.771547e-7,false,true,false,true,5.000000000000e-1,32,16,0,false,none,8,fbm_terrain,0.000000e0,true,true,207872,24,16.170534,754.967,761.061,754.889,7.105427e-15,3.982857e0,1.575157e0,4.214647e-1,14.674993,1.549802e-8,10,0,2.0,1024,1024,0,0,0,45,0,0.000000e0,0.000000e0,45,45,45,0,0.000000e0,0.000000e0,5.329071e-15,5,249.382581,false,5.000000e-5,46
componentwise,z,5.288372e0,4.283056e-1,42,0,0,false,false,true,true,true,1.000000,1156,0.000000,12,false,198,198,6.841331e9,1.771547e-7,true,true,false,true,4.705882352941e-1,34,17,0,false,none,8,fbm_terrain,2.046183e-14,true,true,207872,24,2.080456,3.027,3.359,3.008,1.838702e0,4.259344e0,1.652991e0,6.768571e-1,16.600458,1.506083e-8,10,0,2.0,1156,1156,30,0,2,51,0,8.326673e-16,1.769418e-15,51,51,51,0,9.629095e-19,2.046183e-18,0.000000e0,5,249.382581,false,4.705882e-5,51
log_euclidean,z,5.329071e-15,-6.739268e-17,42,0,0,false,false,true,true,true,1.000000,1156,0.000000,12,false,198,198,6.841331e9,1.771547e-7,false,true,false,true,4.705882352941e-1,34,17,0,false,none,8,fbm_terrain,5.780731e-13,true,true,207872,24,18.413842,754.967,761.061,754.889,5.329071e-15,4.259344e0,1.652991e0,6.768571e-1,16.600458,1.504159e-8,10,0,2.0,1156,1156,30,0,2,51,0,8.326673e-16,1.769418e-15,51,51,51,0,2.720344e-17,5.780731e-17,5.329071e-15,5,249.382581,false,4.705882e-5,51
componentwise,x,1.346870e3,4.279634e0,0,0,0,true,true,true,true,true,0.000000,0,none,1024,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.250000000000e-1,32,16,504,true,1.346870e3,8,noise_cavity,0.000000e0,true,true,207872,24,5.937956,3.027,3.359,3.008,7.206281e0,1.064902e1,1.824915e0,3.615511e-1,7.027984,1.390271e-3,10,7168,2.0,1024,1024,0,0,0,252,0,0.000000e0,0.000000e0,252,252,252,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,287
log_euclidean,x,1.207923e-13,-1.389204e-15,0,0,0,true,true,true,true,true,0.000000,0,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,504,true,1.207923e-13,8,noise_cavity,0.000000e0,true,true,207872,24,52.974287,754.967,761.061,754.889,1.207923e-13,1.064902e1,1.824915e0,3.615511e-1,7.027984,5.137807e-5,10,7168,2.0,1024,1024,0,0,0,252,0,0.000000e0,0.000000e0,252,252,252,0,0.000000e0,0.000000e0,1.501022e-13,5,249.382581,false,1.250000e-5,287
