# experiment P-73 (R-073)
# hypothesis: THE HOOK IS A PROPOSAL IN THIS REPOSITORY'S OWN DOCS. The mechanics dossier proposes the angle-weighted pseudonormal at 'under 2 degrees difference on good triangles, over 15 degrees on radius-ratio under 0.15, about 40 lines'. Jin, Lewis and West 2005 (10.1007/s00371-004-0271-1, 140 citations) scored six connectivity weightings -- equal, angle, sine-and-edge-length-reciprocal, adjacent-triangle-area, edge-length-reciprocal, sqrt-edge-length- reciprocal -- against the analytic normal, and on MARCHING- TETRAHEDRA OUTPUT EVERY ONE OF THEM HAS A MEDIAN DISCREPANCY OF 5-20 DEGREES at the highest resolution they tested. Their diagnosis is spatial aliasing in irregular implicit tessellation, which is M-72's mechanism seen from the shading side. NormalStrategy already has AnalyticGradient and CentralDifference; this measures whether a third is worth having. (C1) On eight reference fields at 33^3 and 65^3, every connectivity weighting has a median angular error against the analytic gradient of at least 3x CentralDifference's at the cell size, and thin_plate and noise_cavity are the worst. (C2) mean |f(v)| -- the off-surface shading canary the dossier proposes in two lines -- PREDICTS the per-vertex angular error, rank correlation above 0.7 on at least six of eight fields. (C3) THE DETERMINISM ARGUMENT, INDEPENDENT OF QUALITY: angle weighting needs acos, libm's acos has no architecture selection, and a connectivity- weighted normal is therefore a golden-hash liability on a crate committing 216 of them. Measured: the connectivity route moves at least one hash between the M5 and the Zen 3 and the gradient route moves none. SHARE: C1 and C2 move the whole normals stage; C3 moves nothing and is a correctness clause.
# falsified by: C1 by any weighting within 3x, which would mean the 2005 result does not transfer to trilinear output and the dossier's proposal is right. C2 by a rank correlation below 0.7 on three or more fields, which would mean the canary and the error are different phenomena and the canary is not a proxy for shimmer. C3 by zero hash movement on the connectivity route, which would be the more interesting result and would remove the determinism objection entirely. VACUITY CONTROL: the fixture must contain triangles in the bottom decile of the aspect-ratio distribution on every field, reported as a column, or C1 is measuring well-shaped triangles only.
# commit 3a554ed on amd-ryzen-9-5900x-12-core at 2026-08-28T00:32:57Z
field,resolution,weighting,median_angle_error_deg,p99_angle_error_deg,gradient_median_deg,ratio_to_gradient,canary_mean_abs_f,canary_rank_correlation,worst_decile_triangles,hashes_moved_connectivity,hashes_moved_gradient,c1_holds,c2_holds,c3_holds,acos_sweep_libm_local,acos_sweep_libm_remote,acos_sweep_moved_libm,acos_sweep_moved_std,acos_sweep_std_local,acos_sweep_std_remote,boundary_vertices_excluded,c1_rows_at_least_3,c1_rows_testable,c1_rows_total,c1_testable_cases,c1_worst_two_as_registered,c2_fields_above_bar_at_res,c2_testable_fields_at_res,canary_max_abs_f,canary_zero_vertices,case_c1_testable,case_c1_verdict,case_c2_testable,case_c2_verdict,cd_degenerate_excluded,cd_magnitude_ratio_median,cell_size,codegen_control_ran,field_mean_connectivity_median_deg,field_rank_by_error,hash_fixtures,hashes_connectivity_total,hashes_gradient_total,hashes_moved_codegen,hashes_moved_std_acos,hashes_moved_std_acos_fixtures,hashes_std_acos_total,local_toolchain,min_radius_ratio,mwaat_crate_status,mwaat_mismatch_vertices,nonmanifold_edges,port_acos_matches_libm,program_matches_bench,radius_ratio_median_pooled,radius_ratio_p10_pooled,ratio_p99_to_gradient,ref_closed_form_max_deg,ref_closed_form_median_deg,ref_degenerate_excluded,ref_fd_median_deg,ref_fd_over_half_deg,ref_fd_p99_deg,reference_matches_extraction,row_ratio_at_least_3,scored_vertices,second_machine,second_machine_note,second_machine_toolchain,skipped_corners,triangles,triangles_below_0p15,vertices,weight_degenerate_excluded,worst_decile_max_radius_ratio,worst_decile_triangles_below_pooled_p10,zero_error_vertices
gyroid,33,adjacent_triangle_area,4.768898,71.525134,0.000001,3949665.113598,6.423566e-3,0.203628,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,held,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.425839,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1
gyroid,33,edge_length_recip,2.805736,59.660304,0.000001,2323748.513971,6.423566e-3,0.212547,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,held,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.189316,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1
gyroid,33,sqrt_edge_length_recip,2.562053,61.827468,0.000001,2121926.360218,6.423566e-3,0.287312,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,held,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.232518,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1
gyroid,33,central_difference,0.000001,50.163538,0.000001,1.000000,6.423566e-3,-0.056572,1064,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.465830e-1,6,true,falsified,true,falsified,0,0.968402874,0.437500000,true,3.105623,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.000000,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,5292,apple-m5-arm64,ok,1.96.1,12,10632,948,5292,0,0.170613,1438,1959
gyroid,65,equal,1.332116,53.240825,0.000001,1560267.778767,1.765564e-3,0.333841,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,held,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.174036,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,1
gyroid,65,angle,0.907948,52.606134,0.000001,1063452.287332,1.765564e-3,0.335371,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,held,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.160040,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,1
gyroid,65,sine_edge_length_recip,0.970997,52.855811,0.000001,1137300.543233,1.765564e-3,0.209725,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,held,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.165546,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,1
gyroid,65,adjacent_triangle_area,1.901844,58.606340,0.000001,2227574.116480,1.765564e-3,0.240641,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,held,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.292353,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,1
gyroid,65,edge_length_recip,1.109692,52.466970,0.000001,1299749.608127,1.765564e-3,0.236143,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,held,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.156971,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,1
gyroid,65,sqrt_edge_length_recip,1.013149,51.577779,0.000001,1186672.083091,1.765564e-3,0.346866,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,held,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.137363,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,true,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,1
gyroid,65,central_difference,0.000001,45.348549,0.000001,1.000000,1.765564e-3,-0.140015,4313,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.137163e-1,6,true,falsified,true,falsified,0,0.992043799,0.218750000,true,1.205958,3,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.000000,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,21534,apple-m5-arm64,ok,1.96.1,12,43116,3359,21534,0,0.184650,5672,9222
fbm_terrain,33,equal,20.848259,50.539739,21.150470,0.985711,1.986061e-2,-0.158033,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.017674,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,33,angle,20.838712,50.589496,21.150470,0.985260,1.986061e-2,-0.147513,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.018676,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,33,sine_edge_length_recip,20.912413,52.589421,21.150470,0.988745,1.986061e-2,-0.155678,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.058947,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,33,adjacent_triangle_area,21.309909,52.295930,21.150470,1.007538,1.986061e-2,-0.160652,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.053037,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,33,edge_length_recip,20.940111,53.446203,21.150470,0.990054,1.986061e-2,-0.160138,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.076199,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,33,sqrt_edge_length_recip,20.979506,52.362129,21.150470,0.991917,1.986061e-2,-0.160041,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.054370,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,33,central_difference,21.150470,49.662015,21.150470,1.000000,1.986061e-2,-0.102575,396,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,190,32,60,96,10,false,0,7,2.277246e-1,788,true,falsified,true,falsified,0,0.890459835,0.500000000,true,20.971485,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000097,match,0,0,true,true,0.817624,0.242312,1.000000,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,1879,apple-m5-arm64,ok,1.96.1,0,3946,304,2069,0,0.197376,490,0
fbm_terrain,65,equal,11.371201,32.797322,10.559946,1.076824,6.815328e-3,-0.126114,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.260984,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
fbm_terrain,65,angle,11.139093,31.198195,10.559946,1.054844,6.815328e-3,-0.117851,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.199501,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
fbm_terrain,65,sine_edge_length_recip,11.010290,32.341671,10.559946,1.042646,6.815328e-3,-0.125783,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.243465,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
fbm_terrain,65,adjacent_triangle_area,12.320022,36.461718,10.559946,1.166675,6.815328e-3,-0.149718,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.401871,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
fbm_terrain,65,edge_length_recip,10.962858,33.183172,10.559946,1.038155,6.815328e-3,-0.128937,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.275819,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
fbm_terrain,65,sqrt_edge_length_recip,10.985281,32.341988,10.559946,1.040278,6.815328e-3,-0.122548,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.243477,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
fbm_terrain,65,central_difference,10.559946,26.009317,10.559946,1.000000,6.815328e-3,-0.073314,1689,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,390,32,60,96,10,false,0,7,7.275794e-2,3620,true,falsified,true,falsified,0,0.927334209,0.250000000,true,11.298124,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000011,match,0,0,true,true,0.817624,0.242312,1.000000,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,8248,apple-m5-arm64,ok,1.96.1,0,16884,1385,8638,0,0.184166,2183,0
noise_cavity,33,equal,22.348216,118.947815,18.309318,1.220593,2.453411e-2,0.355302,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.079140,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,33,angle,22.279326,116.533880,18.309318,1.216830,2.453411e-2,0.352912,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.057240,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,33,sine_edge_length_recip,21.281761,116.221177,18.309318,1.162346,2.453411e-2,0.331473,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.054403,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,33,adjacent_triangle_area,24.354097,120.234550,18.309318,1.330148,2.453411e-2,0.374784,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.090814,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,33,edge_length_recip,21.240174,115.307485,18.309318,1.160075,2.453411e-2,0.328441,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.046114,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,33,sqrt_edge_length_recip,21.584149,117.282639,18.309318,1.178861,2.453411e-2,0.343690,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.064033,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,33,central_difference,18.309318,110.224594,18.309318,1.000000,2.453411e-2,0.337982,1325,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.943451e-1,61,true,falsified,true,falsified,0,0.636749035,0.125000000,true,22.181287,1,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,1.000000,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,6522,apple-m5-arm64,ok,1.96.1,204,13236,861,6522,0,0.225693,1411,1
noise_cavity,65,equal,8.178469,88.087475,4.847019,1.687319,7.602757e-3,0.383718,5812,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.094081e-1,65,true,falsified,true,falsified,0,0.877188321,0.062500000,true,7.878127,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,0.916519,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,28882,apple-m5-arm64,ok,1.96.1,222,58112,3792,28882,0,0.220803,6537,1
noise_cavity,65,angle,7.562765,86.031359,4.847019,1.560292,7.602757e-3,0.384173,5812,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.094081e-1,65,true,falsified,true,falsified,0,0.877188321,0.062500000,true,7.878127,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,0.895125,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,28882,apple-m5-arm64,ok,1.96.1,222,58112,3792,28882,0,0.220803,6537,1
noise_cavity,65,sine_edge_length_recip,7.266666,89.414186,4.847019,1.499203,7.602757e-3,0.375387,5812,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.094081e-1,65,true,falsified,true,falsified,0,0.877188321,0.062500000,true,7.878127,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,0.930322,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,28882,apple-m5-arm64,ok,1.96.1,222,58112,3792,28882,0,0.220803,6537,1
noise_cavity,65,adjacent_triangle_area,9.515650,89.788284,4.847019,1.963196,7.602757e-3,0.386310,5812,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.094081e-1,65,true,falsified,true,falsified,0,0.877188321,0.062500000,true,7.878127,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,0.934215,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,28882,apple-m5-arm64,ok,1.96.1,222,58112,3792,28882,0,0.220803,6537,1
noise_cavity,65,edge_length_recip,7.319419,91.439732,4.847019,1.510087,7.602757e-3,0.374766,5812,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.094081e-1,65,true,falsified,true,falsified,0,0.877188321,0.062500000,true,7.878127,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,0.951398,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,28882,apple-m5-arm64,ok,1.96.1,222,58112,3792,28882,0,0.220803,6537,0
noise_cavity,65,sqrt_edge_length_recip,7.425796,89.337226,4.847019,1.532034,7.602757e-3,0.389563,5812,0,0,false,false,false,76b929f7ad69da18,76b929f7ad69da18,0,1,3b9f2096421087a2,a7874df0d6fc48dc,0,32,60,96,10,false,0,7,1.094081e-1,65,true,falsified,true,falsified,0,0.877188321,0.062500000,true,7.878127,2,sphere+torus+box_exact,18,3,0,2,sphere+torus,3,1.98.0,0.000000,match,0,0,true,true,0.817624,0.242312,0.929522,-1.000000000,-1.000000000,0,0.000000000,0,0.000001207,true,false,28882,apple-m5-arm64,ok,1.96.1,222,58112,3792,28882,0,0.220803,6537,1
