# experiment P-82 (R-082)
# hypothesis: A DIGGER IS THE FASTEST THING IN THE GAME AND THE WALL IN FRONT OF IT IS GETTING THINNER EVERY FRAME. That is the exact configuration discrete collision cannot survive, and there is now a CPU-only measured answer: Pelletier-Guenette, Mercier-Aubin and Andrews, 10.1145/3747862 (SCA 2025) -- spatio-temporal local optimisation for first time of impact, a modified Frank-Wolfe with golden-section search over barycentric coordinates AND TIME, with adaptive triangle subdivision giving multiple contacts per triangle. Intel i9, single CPU thread, CPU-only: an 888-triangle shuriken at 0.4 ms total, 11.13 microseconds mean per triangle; 100K triangles at 0.96 microseconds per triangle. It beats Macklin 2020's discrete detection on all their tests -- SELF-ADJUDICATED, since no standard triangle-SDF CCD benchmark exists, and that is stated here rather than discovered. (C1) At the speed a game_dig projectile travels, the discrete path tunnels through a wall of thickness t below v*dt and the CCD path does not, over 10^4 randomised shots at a wall swept from 2 cells down to t/h = 0.05 (subgrid's floor, M-95). (C2) Cost per moving element stays under 25 microseconds and is LINEAR in element count. (C3) A capsule approximated by 8 swept spheres reaches the same first-time-of-impact as a 200-triangle capsule mesh, to within one cell, at 10x less cost. SHARE: C2 moves a single dynamic body's collision budget, not the whole frame.
# falsified by: C1 by the discrete path not tunnelling, which would mean the game's speeds are below the threshold and this is premature. C2 by superlinear cost, or above 25 microseconds. C3 by a disagreement above one cell, which would mean the proxy is too coarse and the cheap version of this does not exist. VACUITY CONTROL: the discrete arm must tunnel at least once, reported as a count, or C1 is comparing two methods that both work.
# commit e740138 on amd-ryzen-9-5900x-12-core at 2026-08-28T00:53:32Z
wall_thickness_cells,speed_cells_per_step,shots,tunnels_discrete,tunnels_ccd,us_per_element,elements,linear_fit_r2,toi_capsule_spheres,toi_capsule_mesh,toi_disagreement_cells,cost_ratio_spheres_vs_mesh,c1_holds,c2_holds,c3_holds,arm,axis_x,axis_y,axis_z,bead_spacing_cells,beads_disjoint,body_radius_cells,broad_phase_cull,capsule_aspect,capsule_half_height_cells,ccd_toi_checks,ccd_toi_error_cells,cell_size,cycles,cycles_per_element,discrete_threshold_cells,element_kind,elements_tested,field,frame_seconds,ghz,interval_shrink,marginal_us_per_element,mesh_false_negative,mesh_false_positive,mesh_missed_impact,orientation_index,prediction_mismatches,proxy_missed_impact,shots_crossing_solid,solver,solver_accuracy_bar_cells,solver_chosen,solver_cleared_accuracy_bar,solver_error_cells,speed_name,speed_units_per_second,sphere_bnb_nodes_high_water,spheres_ghz,spheres_us,support_deficit_mesh_cells,support_deficit_spheres_cells,toi,toi_capsule_mesh_reference,toi_disagreement_floor_cells,total_us,tunnels_ccd_total,tunnels_discrete_predicted,tunnels_discrete_total,us_per_element_in_body
0.050000,5.120000,10000,767,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,94,,,,,,,,,0,767,1447505,
2.000000,10.240000,10000,2995,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,6.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,95,,,,,,,,,0,2995,1447505,
1.500000,10.240000,10000,3713,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,5.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,97,,,,,,,,,0,3713,1447505,
1.000000,10.240000,10000,4328,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,5.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,96,,,,,,,,,0,4328,1447505,
0.750000,10.240000,10000,4519,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,95,,,,,,,,,0,4519,1447505,
0.500000,10.240000,10000,4767,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,95,,,,,,,,,0,4767,1447505,
0.250000,10.240000,10000,5161,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,94,,,,,,,,,0,5161,1447505,
0.125000,10.240000,10000,5254,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,92,,,,,,,,,0,5254,1447505,
0.050000,10.240000,10000,5308,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,97,,,,,,,,,0,5308,1447505,
2.000000,20.480000,10000,6525,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,6.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,96,,,,,,,,,0,6525,1447505,
1.500000,20.480000,10000,6841,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,5.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,94,,,,,,,,,0,6841,1447505,
1.000000,20.480000,10000,7132,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,5.000000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,92,,,,,,,,,0,7132,1447505,
0.750000,20.480000,10000,7244,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.750000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,96,,,,,,,,,0,7244,1447505,
0.500000,20.480000,10000,7450,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.500000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,93,,,,,,,,,0,7450,1447505,
0.250000,20.480000,10000,7562,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.250000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,93,,,,,,,,,0,7562,1447505,
0.125000,20.480000,10000,7667,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.125000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,95,,,,,,,,,0,7667,1447505,
0.050000,20.480000,10000,7680,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,2.000000,,,,10000,0.000000,0.125000,,,4.050000,,,slab,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,99,,,,,,,,,0,7680,1447505,
2.000000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1869,,,,,,,,,0,10000,1447505,
1.500000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1862,,,,,,,,,0,10000,1447505,
1.000000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,904,,,,,,,,,0,10000,1447505,
0.750000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,681,,,,,,,,,0,10000,1447505,
0.500000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,176,,,,,,,,,0,10000,1447505,
0.250000,0.320000,10000,144,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,126,,,,,,,,,0,10000,1447505,
0.125000,0.320000,10000,511,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,117,,,,,,,,,0,10000,1447505,
0.050000,0.320000,10000,590,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,108,,,,,,,,,0,10000,1447505,
2.000000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,1302,,,,,,,,,0,10000,1447505,
1.500000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,1208,,,,,,,,,0,10000,1447505,
1.000000,1.152000,10000,204,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,595,,,,,,,,,0,10000,1447505,
0.750000,1.152000,10000,1040,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,333,,,,,,,,,0,10000,1447505,
0.500000,1.152000,10000,1631,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,169,,,,,,,,,0,10000,1447505,
0.250000,1.152000,10000,2089,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,125,,,,,,,,,0,10000,1447505,
0.125000,1.152000,10000,2103,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,113,,,,,,,,,0,10000,1447505,
0.050000,1.152000,10000,2205,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,114,,,,,,,,,0,10000,1447505,
2.000000,2.172232,10000,48,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,588,,,,,,,,,0,10000,1447505,
1.500000,2.172232,10000,1292,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,557,,,,,,,,,0,10000,1447505,
1.000000,2.172232,10000,3072,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,735,,,,,,,,,0,10000,1447505,
0.750000,2.172232,10000,3862,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,346,,,,,,,,,0,10000,1447505,
0.500000,2.172232,10000,4278,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,173,,,,,,,,,0,10000,1447505,
0.250000,2.172232,10000,4394,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,128,,,,,,,,,0,10000,1447505,
0.125000,2.172232,10000,4321,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,119,,,,,,,,,0,10000,1447505,
0.050000,2.172232,10000,4136,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,fall_full_height,16.970563,121,,,,,,,,,0,10000,1447505,
2.000000,2.458800,10000,424,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,675,,,,,,,,,0,10000,1447505,
1.500000,2.458800,10000,1794,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,744,,,,,,,,,0,10000,1447505,
1.000000,2.458800,10000,3025,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,429,,,,,,,,,0,10000,1447505,
0.750000,2.458800,10000,3458,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,295,,,,,,,,,0,10000,1447505,
0.500000,2.458800,10000,4039,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,164,,,,,,,,,0,10000,1447505,
0.250000,2.458800,10000,4383,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,126,,,,,,,,,0,10000,1447505,
0.125000,2.458800,10000,4624,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,119,,,,,,,,,0,10000,1447505,
0.050000,2.458800,10000,4610,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint_plus_fall,19.209373,114,,,,,,,,,0,10000,1447505,
2.000000,5.120000,10000,3966,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,612,,,,,,,,,0,10000,1447505,
1.500000,5.120000,10000,5083,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,1001,,,,,,,,,0,10000,1447505,
1.000000,5.120000,10000,6161,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,292,,,,,,,,,0,10000,1447505,
0.750000,5.120000,10000,6619,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,449,,,,,,,,,0,10000,1447505,
0.500000,5.120000,10000,6936,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,153,,,,,,,,,0,10000,1447505,
0.250000,5.120000,10000,7184,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,115,,,,,,,,,0,10000,1447505,
0.125000,5.120000,10000,7315,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,110,,,,,,,,,0,10000,1447505,
0.050000,5.120000,10000,7345,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_40,40.000000,108,,,,,,,,,0,10000,1447505,
2.000000,10.240000,10000,6918,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,415,,,,,,,,,0,10000,1447505,
1.500000,10.240000,10000,7480,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,573,,,,,,,,,0,10000,1447505,
1.000000,10.240000,10000,7980,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,293,,,,,,,,,0,10000,1447505,
0.750000,10.240000,10000,8251,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,749,,,,,,,,,0,10000,1447505,
0.500000,10.240000,10000,8331,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,152,,,,,,,,,0,10000,1447505,
0.250000,10.240000,10000,8601,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,118,,,,,,,,,0,10000,1447505,
0.125000,10.240000,10000,8576,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,106,,,,,,,,,0,10000,1447505,
0.050000,10.240000,10000,8590,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_80,80.000000,110,,,,,,,,,0,10000,1447505,
2.000000,20.480000,10000,8476,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,1121,,,,,,,,,0,10000,1447505,
1.500000,20.480000,10000,8753,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,394,,,,,,,,,0,10000,1447505,
1.000000,20.480000,10000,9038,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,260,,,,,,,,,0,10000,1447505,
0.750000,20.480000,10000,9118,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,232,,,,,,,,,0,10000,1447505,
0.500000,20.480000,10000,9185,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,130,,,,,,,,,0,10000,1447505,
0.250000,20.480000,10000,9266,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,117,,,,,,,,,0,10000,1447505,
0.125000,20.480000,10000,9318,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.125000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,113,,,,,,,,,0,10000,1447505,
0.050000,20.480000,10000,9289,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.000000,,,,0,0.000000,0.125000,,,0.050000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,projectile_160,160.000000,106,,,,,,,,,0,10000,1447505,
2.000000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,2.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1549,,,,,,,,,0,10000,1447505,
1.500000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1863,,,,,,,,,0,10000,1447505,
1.000000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1866,,,,,,,,,0,10000,1447505,
0.750000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,1.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1559,,,,,,,,,0,10000,1447505,
0.500000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,885,,,,,,,,,0,10000,1447505,
0.250000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,1339,,,,,,,,,0,10000,1447505,
0.125000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,0.625000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,635,,,,,,,,,0,10000,1447505,
0.050000,0.320000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,0.550000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,walk,2.500000,649,,,,,,,,,0,10000,1447505,
2.000000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,2.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,661,,,,,,,,,0,10000,1447505,
1.500000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,2.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,667,,,,,,,,,0,10000,1447505,
1.000000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,1.500000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,870,,,,,,,,,0,10000,1447505,
0.750000,1.152000,10000,0,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,1.250000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,688,,,,,,,,,0,10000,1447505,
0.500000,1.152000,10000,46,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,1.000000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,512,,,,,,,,,0,10000,1447505,
0.250000,1.152000,10000,46,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,0.750000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,1109,,,,,,,,,0,10000,1447505,
0.125000,1.152000,10000,43,0,,,,,,,,false,true,true,c1_tunnelling,,,,,,0.250000,,,,0,0.000000,0.125000,,,0.625000,,,dug,0.016000,,,,,,,,0,,10000,,0.010000,fw8_gss10,true,,sprint,9.000000,466,,,,,,,,,0,10000,1447505,
