3,1.000000000,2.000000000,class0,false,-0.125988,true,false,bit1,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit1,1e-3,edge_masks,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.318788357|-0.510061370|-0.324784901|0.207019668|0.000000000|0.000000000|0.063372425|0.000000000|0.333333333|-0.629940788|-0.251976315|0.125988158|-0.629940788|0.000000000|-0.755928946|-0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
4,0.000000000,2.000000000,class0,false,-0.125988,true,false,bit1,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit1,1e-3,edge_masks,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.318788357|-0.510061370|-0.324784901|0.207019668|0.000000000|0.000000000|0.063372425|0.000000000|0.333333333|-0.629940788|-0.251976315|0.125988158|-0.629940788|0.000000000|-0.755928946|-0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
5,0.000000000,2.000000000,class0,false,-0.125988,true,false,bit1,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit1,1e-3,edge_masks,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.318788357|-0.510061370|-0.324784901|0.207019668|0.000000000|0.000000000|0.063372425|0.000000000|0.333333333|-0.629940788|-0.251976315|0.125988158|-0.629940788|0.000000000|-0.755928946|-0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
6,0.000000000,2.000000000,class0,false,-0.125988,true,false,bit1,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit1,1e-3,edge_masks,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.318788357|-0.510061370|-0.324784901|0.207019668|0.000000000|0.000000000|0.063372425|0.000000000|0.333333333|-0.629940788|-0.251976315|0.125988158|-0.629940788|0.000000000|-0.755928946|-0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
7,0.000000000,2.000000000,class0,false,-0.125988,true,false,bit1,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit1,1e-3,edge_masks,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.318788357|-0.510061370|-0.324784901|0.207019668|0.000000000|0.000000000|0.063372425|0.000000000|0.333333333|-0.629940788|-0.251976315|0.125988158|-0.629940788|0.000000000|-0.755928946|-0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
0,0.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
1,0.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
2,0.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
3,0.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
4,1.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
5,1.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
6,0.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
7,0.000000000,2.000000000,class0,false,0.125988,true,false,bit2,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit2,1e-3,edge_masks,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.255030685|0.765092056|0.649569802|-0.621059003|0.000000000|0.000000000|0.000000000|0.000000000|0.333333333|0.251976315|0.251976315|-0.125988158|0.755928946|0.000000000|0.755928946|0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
0,0.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
1,0.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
2,0.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
3,0.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
4,0.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
5,0.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
6,1.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
7,1.000000000,2.000000000,class0,false,0.503953,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|1.000000000|1.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit3,1e-3,edge_masks,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.765092056|0.255030685|0.389741881|0.207019668|0.000000000|0.000000000|-0.633724251|0.629940788|0.333333333|0.755928946|0.629940788|-0.755928946|0.251976315|0.377964473|0.125988158|-0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
0,1.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
1,0.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
2,1.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
3,0.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
4,0.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
5,0.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
6,0.000000000,2.000000000,class0,false,-0.755929,true,false,bit4,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|0.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit4,1e-3,edge_masks,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.510061370|-0.255030685|-0.519655842|0.207019668|0.000000000|0.000000000|0.570351825|-0.503952631|-0.333333333|-0.755928946|-0.755928946|0.629940788|-0.251976315|-0.755928946|-0.251976315|0.377964473,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
