# experiment P-93 (R-093)
# hypothesis: M-377 NAMED THIS COST AND DID NOT PRICE IT. At 4^3 the trace carries 51.6% MORE VERTEX DATA than 64^3 for the same 53,110 distinct surface points -- 81,548 against 53,788 -- with the duplication ratio running 2.2122x at 2^3 down to 1.0128x at 64^3. The entry says plainly that this is 'the number a consumer paying for GPU upload should weigh against the 51x edit win', and x54 has since measured what upload actually costs: 7.3236 ms of an 8.3694 ms GPU total, 87.50%. SO THE WEIGH-OFF IS NOW COMPUTABLE AND IT HAS NEVER BEEN COMPUTED. (C1) There is a CROSSOVER: below some edits-per-second rate, 64^3 wins on total frame cost despite the 51x edit penalty, because the upload dominates. Predicted to exist between 1 and 20 edits per second -- game_dig throttles the stroke to 12.5 per second, which is inside that window. (C2) Welding closes the duplication (M-377 says it does) at a cost that is itself granularity-dependent, and at 4^3 the weld costs MORE than the upload it saves. (C3) A per-chunk granularity -- coarse for static chunks, fine for actively-dug ones -- beats both fixed choices by at least 1.5x on the eleven-edit trace with a moving camera. SHARE: C1 weighs the remesh stage against the upload stage, whose shares M-377 and x54 have both measured.
# falsified by: C1 by no crossover in 0.1-100 edits per second, which would mean 4^3 wins unconditionally and the granularity decision is settled rather than a trade. C2 by the weld being cheaper, which resolves the trade in 4^3's favour and makes C1's crossover a curiosity. C3 by under 1.5x, in which case one global granularity is the right answer and the scheduler stays simple. VACUITY CONTROL: the upload arm must actually upload -- asserted against x54's own gpu_vs_cpu.csv row rather than quoted, per P-70's precedent -- and the camera arm must move enough to change the visible chunk set, reported as a count.
# commit 487bdf3 on amd-ryzen-9-5900x-12-core at 2026-08-28T01:00:01Z
field,chunk_cells,edits_per_second,remesh_ms,upload_ms,weld_ms,total_ms,raw_vertices,distinct_surface_points,vertex_duplication,crossover_edits_per_second,mixed_granularity_ms,mixed_speedup,visible_chunk_changes,c1_holds,c2_holds,c3_holds,adapter,backend,bus_ceiling_gb_per_s,c1_holds_arena,c1_holds_bytes,calibration_upload_bytes,calibration_upload_gb_per_s,calibration_upload_ms,chunks,committed_upload_bytes,committed_upload_gb_per_s,committed_upload_ms,cpu_khz,crossover_arena_edits_per_second,crossover_bytes_edits_per_second,crossover_streaming_shortfall,edit_ms_per_edit,edits,excess_reuploads_per_second_for_crossover,excess_vertex_bytes_ms,excess_vertex_bytes_vs_64,field_calls,full_world_upload_bytes,full_world_upload_ms,grid_duplication,mark_ms_per_edit,mixed16_coarse_activations,mixed16_coarse_cells,mixed16_coarse_chunks,mixed16_granularity_ms,mixed16_speedup,mixed16_steady_speedup,mixed_arena_granularity_ms,mixed_coarse_activations,mixed_coarse_cells,mixed_coarse_chunks,mixed_edit_ms_per_edit,mixed_fine_cells,mixed_raw_vertices,mixed_speedup_vs_4,mixed_speedup_vs_64,mixed_steady_edit_ms_per_edit,mixed_steady_granularity_ms,mixed_steady_speedup,mixed_stream_ms_per_second,mixed_subdivide_ms_total,mixed_subdivide_upload_ms_total,mixed_visible_chunk_changes,normal_stencil,remesh_ms_per_edit,stream_arena_ms_per_second,stream_bytes_ms_per_second,stream_frames_uploading,stream_full_world_uploads_per_second,stream_overhead_ms_per_second,stream_units,stream_upload_bytes_per_second,stream_upload_ms_per_second,stream_writes,total_arena_ms,triangles,upload_arena_ms,upload_dirty_bytes_per_edit,upload_dirty_ms_per_edit,upload_roundtrip_verified,upload_share_of_total,visible_chunk_enters,visible_chunk_exits,weld_pays,weld_saves_upload_ms,weld_saves_upload_ms_measured,welded_upload_bytes,welded_upload_ms,welded_vertices,welded_vertices_removed,world_cells
gyroid,8,5,4.350874,48.996864,57.820929,53.347738,66066,53110,1.243947,0.572216,119.065502,0.346568,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,45.959362,0.897842,1.119991,110.088083,7,64,8,18.101382,4,80258,0.346568,1.854291,2.628298,41.700081,0.989548,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,48.553768,104518,44.202893,41413,1.916898,true,91.844314,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,10,8.701748,58.581354,57.820929,67.283103,66066,53110,1.243947,0.572216,209.572414,0.258201,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,68.536724,0.789532,1.075681,197.446695,7,64,8,18.101382,4,80258,0.258201,2.082083,2.628298,54.841571,0.986695,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,58.852342,104518,50.150594,41413,1.916898,true,87.066964,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,12.5,10.877185,63.373600,57.820929,74.250785,66066,53110,1.243947,0.572216,254.825869,0.237557,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,79.825405,0.758352,1.061370,241.126001,7,64,8,18.101382,4,80258,0.237557,2.135300,2.628298,61.412316,0.985726,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,64.001629,104518,53.124444,41413,1.916898,true,85.350747,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,20,17.403496,77.750335,57.820929,95.153832,66066,53110,1.243947,0.572216,390.586236,0.204327,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,113.691447,0.701963,1.033404,372.163920,7,64,8,18.101382,4,80258,0.204327,2.220962,2.628298,81.124551,0.983762,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,79.449491,104518,62.045995,41413,1.916898,true,81.710147,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,50,43.508741,135.257278,57.820929,178.766019,66066,53110,1.243947,0.572216,933.627705,0.168047,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,249.155618,0.629699,0.993021,896.315593,7,64,8,18.101382,4,80258,0.168047,2.314485,2.628298,159.973491,0.980745,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,141.240938,104518,97.732198,41413,1.916898,true,75.661627,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,8,100,87.017482,231.102183,57.820929,318.119664,66066,53110,1.243947,0.572216,1838.696818,0.155202,3940,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,4096,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,2.787073,11,31.0316,0.130652,666240,3370680,2839800,2.470472,1.423828,0.335723,26,16,512,474.929236,0.600868,0.975257,1769.901716,7,64,8,18.101382,4,80258,0.155202,2.347597,2.628298,291.388391,0.979345,28.558591,162.435338,7.768589,15305,6,0.534452,38.255193,0.835343,32,1.500000,38.577030,788,4259700,39.412374,2364,244.226684,104518,157.209202,41413,1.916898,true,72.646305,2364,1576,false,0.061260,-0.000630,2527416,2.471102,53098,12968,128
gyroid,16,0.1,0.173068,28.975926,46.695209,29.148994,58884,53110,1.108718,0.572216,30.368729,0.313752,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,23.833547,0.399784,0.402865,24.476643,7,64,8,18.101382,4,80258,0.944180,0.313752,2.628298,28.821421,0.330597,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,29.497012,104518,29.323943,89865,2.443272,true,99.406263,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,0.2,0.346137,29.220253,46.695209,29.566390,58884,53110,1.108718,0.572216,32.178867,0.430082,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,24.285094,0.569879,0.578566,26.223815,7,64,8,18.101382,4,80258,0.899053,0.430082,2.628298,29.084251,0.475844,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,29.779802,104518,29.433665,89865,2.443272,true,98.829289,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,0.5,0.865342,29.953235,46.695209,30.818577,58884,53110,1.108718,0.572216,37.609282,0.711885,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,25.639736,1.044218,1.082713,31.465332,7,64,8,18.101382,4,80258,0.789735,0.711885,2.628298,29.872740,0.896251,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,30.628171,104518,29.762829,89865,2.443272,true,97.192141,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,1,1.730685,31.174871,46.695209,32.905555,58884,53110,1.108718,0.572216,46.659973,0.664084,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,27.897472,1.110714,1.188379,40.201193,7,64,8,18.101382,4,80258,0.664084,1.035791,2.628298,31.186889,0.993563,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,32.042120,104518,30.311436,89865,2.443272,true,94.740448,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,2,3.461369,33.618143,46.695209,37.079512,58884,53110,1.108718,0.572216,64.761356,0.518143,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,32.412945,1.035255,1.166482,57.672915,7,64,8,18.101382,4,80258,0.518143,1.411999,2.628298,33.815187,0.992325,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,34.870018,104518,31.408649,89865,2.443272,true,90.665009,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,5,8.653423,40.947959,46.695209,49.601382,58884,53110,1.108718,0.572216,119.065502,0.346568,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,45.959362,0.897842,1.119991,110.088083,7,64,8,18.101382,4,80258,0.346568,1.854291,2.628298,41.700081,0.989548,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,43.353713,104518,34.700290,89865,2.443272,true,82.554068,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,10,17.306846,53.164319,46.695209,70.471166,58884,53110,1.108718,0.572216,209.572414,0.258201,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,68.536724,0.789532,1.075681,197.446695,7,64,8,18.101382,4,80258,0.258201,2.082083,2.628298,54.841571,0.986695,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,57.493204,104518,40.186357,89865,2.443272,true,75.441237,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,12.5,21.633558,59.272500,46.695209,80.906058,58884,53110,1.108718,0.572216,254.825869,0.237557,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,79.825405,0.758352,1.061370,241.126001,7,64,8,18.101382,4,80258,0.237557,2.135300,2.628298,61.412316,0.985726,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,64.562949,104518,42.929391,89865,2.443272,true,73.260892,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,20,34.613693,77.597040,46.695209,112.210733,58884,53110,1.108718,0.572216,390.586236,0.204327,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,113.691447,0.701963,1.033404,372.163920,7,64,8,18.101382,4,80258,0.204327,2.220962,2.628298,81.124551,0.983762,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,85.772186,104518,51.158493,89865,2.443272,true,69.152957,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,50,86.534232,150.895203,46.695209,237.429435,58884,53110,1.108718,0.572216,933.627705,0.168047,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,249.155618,0.629699,0.993021,896.315593,7,64,8,18.101382,4,80258,0.168047,2.314485,2.628298,159.973491,0.980745,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,170.609131,104518,84.074899,89865,2.443272,true,63.553705,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,16,100,173.068464,273.058808,46.695209,446.127271,58884,53110,1.108718,0.572216,1838.696818,0.155202,890,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,512,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,4.173957,11,31.0316,0.130652,666240,2857924,2667432,2.433022,1.199463,0.325412,26,16,512,474.929236,0.600868,0.975257,1769.901716,7,64,8,18.101382,4,80258,0.155202,2.347597,2.628298,291.388391,0.979345,28.558591,162.435338,7.768589,15305,6,1.405273,29.214222,0.784640,31,1.500000,27.946958,178,4001148,28.731599,534,312.004040,104518,138.935577,89865,2.443272,true,61.206482,534,356,false,0.027458,0.000340,2527416,2.432682,53098,5786,128
gyroid,32,0.1,0.617430,13.718245,45.449458,14.335675,55596,53110,1.046809,0.572216,30.368729,0.313752,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,23.833547,0.399784,0.402865,24.476643,7,64,8,18.101382,4,80258,0.944180,0.313752,2.628298,28.821421,0.330597,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,16.431701,104518,15.814270,239637,2.021936,true,95.693049,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,0.2,1.234861,13.920438,45.449458,15.155299,55596,53110,1.046809,0.572216,32.178867,0.430082,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,24.285094,0.569879,0.578566,26.223815,7,64,8,18.101382,4,80258,0.899053,0.430082,2.628298,29.084251,0.475844,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,17.144670,104518,15.909809,239637,2.021936,true,91.851953,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,0.5,3.087152,14.527019,45.449458,17.614171,55596,53110,1.046809,0.572216,37.609282,0.711885,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,25.639736,1.044218,1.082713,31.465332,7,64,8,18.101382,4,80258,0.789735,0.711885,2.628298,29.872740,0.896251,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,19.283579,104518,16.196427,239637,2.021936,true,82.473475,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,1,6.174304,15.537987,45.449458,21.712292,55596,53110,1.046809,0.572216,46.659973,0.664084,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,27.897472,1.110714,1.188379,40.201193,7,64,8,18.101382,4,80258,0.664084,1.035791,2.628298,31.186889,0.993563,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,22.848427,104518,16.674123,239637,2.021936,true,71.563092,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,2,12.348609,17.559923,45.449458,29.908532,55596,53110,1.046809,0.572216,64.761356,0.518143,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,32.412945,1.035255,1.166482,57.672915,7,64,8,18.101382,4,80258,0.518143,1.411999,2.628298,33.815187,0.992325,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,29.978123,104518,17.629514,239637,2.021936,true,58.712087,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,5,30.871522,23.625732,45.449458,54.497254,55596,53110,1.046809,0.572216,119.065502,0.346568,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,45.959362,0.897842,1.119991,110.088083,7,64,8,18.101382,4,80258,0.346568,1.854291,2.628298,41.700081,0.989548,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,51.367211,104518,20.495689,239637,2.021936,true,43.352151,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,10,61.743045,33.735413,45.449458,95.478457,55596,53110,1.046809,0.572216,209.572414,0.258201,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,68.536724,0.789532,1.075681,197.446695,7,64,8,18.101382,4,80258,0.258201,2.082083,2.628298,54.841571,0.986695,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,87.015691,104518,25.272646,239637,2.021936,true,35.333010,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,12.5,77.178806,38.790253,45.449458,115.969059,55596,53110,1.046809,0.572216,254.825869,0.237557,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,79.825405,0.758352,1.061370,241.126001,7,64,8,18.101382,4,80258,0.237557,2.135300,2.628298,61.412316,0.985726,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,104.839931,104518,27.661125,239637,2.021936,true,33.448795,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,20,123.486089,53.954775,45.449458,177.440864,55596,53110,1.046809,0.572216,390.586236,0.204327,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,113.691447,0.701963,1.033404,372.163920,7,64,8,18.101382,4,80258,0.204327,2.220962,2.628298,81.124551,0.983762,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,158.312651,104518,34.826562,239637,2.021936,true,30.407187,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,50,308.715223,114.612860,45.449458,423.328083,55596,53110,1.046809,0.572216,933.627705,0.168047,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,249.155618,0.629699,0.993021,896.315593,7,64,8,18.101382,4,80258,0.168047,2.314485,2.628298,159.973491,0.980745,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,372.203531,104518,63.488308,239637,2.021936,true,27.074240,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,32,100,617.430445,215.709669,45.449458,833.140115,55596,53110,1.046809,0.572216,1838.696818,0.155202,255,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,64,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,8.196241,11,31.0316,0.130652,666240,2623212,2588520,0.492574,1.096710,0.320444,26,16,512,474.929236,0.600868,0.975257,1769.901716,7,64,8,18.101382,4,80258,0.155202,2.347597,2.628298,291.388391,0.979345,28.558591,162.435338,7.768589,15305,6,5.853861,15.718731,0.761428,25,1.500000,12.754623,51,3882780,13.516051,153,728.688331,104518,111.257886,239637,2.021936,true,25.891163,153,102,false,0.011983,-1.834237,2527416,2.326811,53098,2498,128
gyroid,64,0.1,4.060433,5.467830,45.168736,9.528263,53788,53110,1.012766,0.572216,30.368729,0.313752,40,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,8,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,43.113016,11,31.0316,0.130652,666240,2509480,2545128,2.321561,1.047611,0.321038,26,16,512,23.833547,0.399784,0.402865,24.476643,7,64,8,18.101382,4,80258,0.944180,0.313752,2.628298,28.821421,0.330597,28.558591,162.435338,7.768589,15305,6,40.283291,5.938718,0.748664,7,1.500000,4.468298,8,3817692,5.216962,24,10.132923,104518,6.072490,1012947,2.508687,true,57.385382,24,16,false,0.003473,0.057521,2527416,2.264040,53098,690,128
gyroid,64,0.2,8.120866,5.718699,45.168736,13.839565,53788,53110,1.012766,0.572216,32.178867,0.430082,40,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,8,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,43.113016,11,31.0316,0.130652,666240,2509480,2545128,2.321561,1.047611,0.321038,26,16,512,24.285094,0.569879,0.578566,26.223815,7,64,8,18.101382,4,80258,0.899053,0.430082,2.628298,29.084251,0.475844,28.558591,162.435338,7.768589,15305,6,40.283291,5.938718,0.748664,7,1.500000,4.468298,8,3817692,5.216962,24,14.327127,104518,6.206261,1012947,2.508687,true,41.321378,24,16,false,0.003473,0.057521,2527416,2.264040,53098,690,128
gyroid,64,0.5,20.302164,6.471305,45.168736,26.773470,53788,53110,1.012766,0.572216,37.609282,0.711885,40,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,8,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,43.113016,11,31.0316,0.130652,666240,2509480,2545128,2.321561,1.047611,0.321038,26,16,512,25.639736,1.044218,1.082713,31.465332,7,64,8,18.101382,4,80258,0.789735,0.711885,2.628298,29.872740,0.896251,28.558591,162.435338,7.768589,15305,6,40.283291,5.938718,0.748664,7,1.500000,4.468298,8,3817692,5.216962,24,26.909739,104518,6.607575,1012947,2.508687,true,24.170588,24,16,false,0.003473,0.057521,2527416,2.264040,53098,690,128
gyroid,64,1,40.604329,7.725649,45.168736,48.329977,53788,53110,1.012766,0.572216,46.659973,0.664084,40,true,true,false,NVIDIA_GeForce_RTX_3090,Vulkan,31.5,true,false,8586756,5.099342,1.683895,8,8586756,1.172481,7.323576,4200056,0.410188,0.004834,20.6877,43.113016,11,31.0316,0.130652,666240,2509480,2545128,2.321561,1.047611,0.321038,26,16,512,27.897472,1.110714,1.188379,40.201193,7,64,8,18.101382,4,80258,0.664084,1.035791,2.628298,31.186889,0.993563,28.558591,162.435338,7.768589,15305,6,40.283291,5.938718,0.748664,7,1.500000,4.468298,8,3817692,5.216962,24,47.880760,104518,7.276431,1012947,2.508687,true,15.985210,24,16,false,0.003473,0.057521,2527416,2.264040,53098,690,128
