z3-5.1.0,ambiguity_affine|case091|zhi,0.006868,true,1536,1536,0,0_of_0,989b_7adf2dd47897c040,true,true,true,0,true,ambiguity_affine,1536,9.382,91,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case091__zhi.smt2,7adf2dd47897c040,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case092|xlo,0.005384,true,1536,1536,0,0_of_0,988b_0940a7a11713b604,true,true,true,0,true,ambiguity_affine,1536,9.382,92,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case092__xlo.smt2,0940a7a11713b604,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case092|xhi,0.006487,true,1536,1536,0,0_of_0,989b_910701fd22f50491,true,true,true,0,true,ambiguity_affine,1536,9.382,92,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case092__xhi.smt2,910701fd22f50491,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case092|ylo,0.006532,true,1536,1536,0,0_of_0,989b_408a9510c9605324,true,true,true,0,true,ambiguity_affine,1536,9.382,92,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case092__ylo.smt2,408a9510c9605324,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case092|yhi,0.005957,true,1536,1536,0,0_of_0,988b_2bd7d0ec69fe00f8,true,true,true,0,true,ambiguity_affine,1536,9.382,92,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,true,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case092__yhi.smt2,2bd7d0ec69fe00f8,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case092|zlo,0.006335,true,1536,1536,0,0_of_0,990b_71b4d48a37896b87,true,true,true,0,true,ambiguity_affine,1536,9.382,92,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case092__zlo.smt2,71b4d48a37896b87,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case092|zhi,0.007166,true,1536,1536,0,0_of_0,990b_4d5da59f5e4689e0,true,true,true,0,true,ambiguity_affine,1536,9.382,92,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case092__zhi.smt2,4d5da59f5e4689e0,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case093|xlo,0.005988,true,1536,1536,0,0_of_0,987b_78119cf3630b1288,true,true,true,0,true,ambiguity_affine,1536,9.382,93,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,987,ambiguity_affine__case093__xlo.smt2,78119cf3630b1288,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case093|xhi,0.006409,true,1536,1536,0,0_of_0,988b_af0f13c6b83dea01,true,true,true,0,true,ambiguity_affine,1536,9.382,93,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case093__xhi.smt2,af0f13c6b83dea01,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case093|ylo,0.006904,true,1536,1536,0,0_of_0,988b_64e3640414dbda8e,true,true,true,0,true,ambiguity_affine,1536,9.382,93,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case093__ylo.smt2,64e3640414dbda8e,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case093|yhi,0.005741,true,1536,1536,0,0_of_0,987b_4b532e5f4d9e03f0,true,true,true,0,true,ambiguity_affine,1536,9.382,93,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,true,unsat,2,true,truth_is_magnitude_free,987,ambiguity_affine__case093__yhi.smt2,4b532e5f4d9e03f0,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case093|zlo,0.005899,true,1536,1536,0,0_of_0,988b_68c69b786d3960ba,true,true,true,0,true,ambiguity_affine,1536,9.382,93,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,true,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case093__zlo.smt2,68c69b786d3960ba,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case093|zhi,0.007040,true,1536,1536,0,0_of_0,989b_f9b8e077e6bcae74,true,true,true,0,true,ambiguity_affine,1536,9.382,93,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case093__zhi.smt2,f9b8e077e6bcae74,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case094|xlo,0.006084,true,1536,1536,0,0_of_0,987b_840c995044b7f9e3,true,true,true,0,true,ambiguity_affine,1536,9.382,94,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,987,ambiguity_affine__case094__xlo.smt2,840c995044b7f9e3,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case094|xhi,0.006168,true,1536,1536,0,0_of_0,987b_cc40921d3d7e50e1,true,true,true,0,true,ambiguity_affine,1536,9.382,94,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,true,unsat,2,true,truth_is_magnitude_free,987,ambiguity_affine__case094__xhi.smt2,cc40921d3d7e50e1,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case094|ylo,0.005957,true,1536,1536,0,0_of_0,986b_cf7bea16f36c9ebb,true,true,true,0,true,ambiguity_affine,1536,9.382,94,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,true,false,true,sat,2,true,truth_is_magnitude_free,986,ambiguity_affine__case094__ylo.smt2,cf7bea16f36c9ebb,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case094|yhi,0.006125,true,1536,1536,0,0_of_0,987b_8b873636a061d443,true,true,true,0,true,ambiguity_affine,1536,9.382,94,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,true,unsat,2,true,truth_is_magnitude_free,987,ambiguity_affine__case094__yhi.smt2,8b873636a061d443,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case094|zlo,0.006085,true,1536,1536,0,0_of_0,988b_3a866096ce7db28b,true,true,true,0,true,ambiguity_affine,1536,9.382,94,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,true,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case094__zlo.smt2,3a866096ce7db28b,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case094|zhi,0.007147,true,1536,1536,0,0_of_0,989b_eb425d6eb1263e1f,true,true,true,0,true,ambiguity_affine,1536,9.382,94,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case094__zhi.smt2,eb425d6eb1263e1f,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case095|xlo,0.005886,true,1536,1536,0,0_of_0,986b_45833cd466d4bedf,true,true,true,0,true,ambiguity_affine,1536,9.382,95,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,986,ambiguity_affine__case095__xlo.smt2,45833cd466d4bedf,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case095|xhi,0.006075,true,1536,1536,0,0_of_0,986b_2c0d2f67b94986a1,true,true,true,0,true,ambiguity_affine,1536,9.382,95,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,true,unsat,2,true,truth_is_magnitude_free,986,ambiguity_affine__case095__xhi.smt2,2c0d2f67b94986a1,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case095|ylo,0.005826,true,1536,1536,0,0_of_0,986b_a868838071778f1e,true,true,true,0,true,ambiguity_affine,1536,9.382,95,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,true,unsat,2,true,truth_is_magnitude_free,986,ambiguity_affine__case095__ylo.smt2,a868838071778f1e,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case095|yhi,0.005880,true,1536,1536,0,0_of_0,986b_d4e7ef01b5dac1d3,true,true,true,0,true,ambiguity_affine,1536,9.382,95,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,true,unsat,2,true,truth_is_magnitude_free,986,ambiguity_affine__case095__yhi.smt2,d4e7ef01b5dac1d3,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case095|zlo,0.006704,true,1536,1536,0,0_of_0,987b_a9d9e1ad770b8911,true,true,true,0,true,ambiguity_affine,1536,9.382,95,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,true,unsat,2,true,truth_is_magnitude_free,987,ambiguity_affine__case095__zlo.smt2,a9d9e1ad770b8911,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case095|zhi,0.007421,true,1536,1536,0,0_of_0,988b_25af8313eead034b,true,true,true,0,true,ambiguity_affine,1536,9.382,95,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,false,true,false,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case095__zhi.smt2,25af8313eead034b,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case096|xlo,0.006049,true,1536,1536,0,0_of_0,991b_1c92268f05f02665,true,true,true,0,true,ambiguity_affine,1536,9.382,96,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case096__xlo.smt2,1c92268f05f02665,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case096|xhi,0.006682,true,1536,1536,0,0_of_0,991b_28286245b11aa527,true,true,true,0,true,ambiguity_affine,1536,9.382,96,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case096__xhi.smt2,28286245b11aa527,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case096|ylo,0.006231,true,1536,1536,0,0_of_0,991b_7e121c291851c46e,true,true,true,0,true,ambiguity_affine,1536,9.382,96,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case096__ylo.smt2,7e121c291851c46e,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case096|yhi,0.006474,true,1536,1536,0,0_of_0,991b_5a3102a9ef06ae49,true,true,true,0,true,ambiguity_affine,1536,9.382,96,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case096__yhi.smt2,5a3102a9ef06ae49,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case096|zlo,0.006217,true,1536,1536,0,0_of_0,992b_120d86879b88ada5,true,true,true,0,true,ambiguity_affine,1536,9.382,96,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case096__zlo.smt2,120d86879b88ada5,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case096|zhi,0.006131,true,1536,1536,0,0_of_0,990b_1c88c77344883eae,true,true,true,0,true,ambiguity_affine,1536,9.382,96,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,true,false,true,sat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case096__zhi.smt2,1c88c77344883eae,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case097|xlo,0.006452,true,1536,1536,0,0_of_0,989b_87d3dfd45739322c,true,true,true,0,true,ambiguity_affine,1536,9.382,97,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,true,false,false,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case097__xlo.smt2,87d3dfd45739322c,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case097|xhi,0.006382,true,1536,1536,0,0_of_0,990b_3697934f7af6ee27,true,true,true,0,true,ambiguity_affine,1536,9.382,97,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case097__xhi.smt2,3697934f7af6ee27,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case097|ylo,0.006245,true,1536,1536,0,0_of_0,989b_706a7be303adc63b,true,true,true,0,true,ambiguity_affine,1536,9.382,97,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,true,false,false,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case097__ylo.smt2,706a7be303adc63b,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case097|yhi,0.006440,true,1536,1536,0,0_of_0,990b_0b8fcfa7a3e72b11,true,true,true,0,true,ambiguity_affine,1536,9.382,97,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case097__yhi.smt2,0b8fcfa7a3e72b11,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case097|zlo,0.006673,true,1536,1536,0,0_of_0,991b_ecbfb971ae47ccd3,true,true,true,0,true,ambiguity_affine,1536,9.382,97,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case097__zlo.smt2,ecbfb971ae47ccd3,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case097|zhi,0.005984,true,1536,1536,0,0_of_0,989b_db2c7fecc92449f2,true,true,true,0,true,ambiguity_affine,1536,9.382,97,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,true,false,true,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case097__zhi.smt2,db2c7fecc92449f2,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case098|xlo,0.006669,true,1536,1536,0,0_of_0,990b_93501f0482c46c7c,true,true,true,0,true,ambiguity_affine,1536,9.382,98,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case098__xlo.smt2,93501f0482c46c7c,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case098|xhi,0.007188,true,1536,1536,0,0_of_0,990b_503f8e9f03615faa,true,true,true,0,true,ambiguity_affine,1536,9.382,98,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case098__xhi.smt2,503f8e9f03615faa,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case098|ylo,0.006624,true,1536,1536,0,0_of_0,990b_b1ec65ae301985d5,true,true,true,0,true,ambiguity_affine,1536,9.382,98,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case098__ylo.smt2,b1ec65ae301985d5,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case098|yhi,0.006507,true,1536,1536,0,0_of_0,990b_38b1dcc4b630c21c,true,true,true,0,true,ambiguity_affine,1536,9.382,98,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case098__yhi.smt2,38b1dcc4b630c21c,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case098|zlo,0.006477,true,1536,1536,0,0_of_0,991b_f83a3a38c5b53d5c,true,true,true,0,true,ambiguity_affine,1536,9.382,98,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case098__zlo.smt2,f83a3a38c5b53d5c,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case098|zhi,0.006048,true,1536,1536,0,0_of_0,989b_6abeab3ae5342c49,true,true,true,0,true,ambiguity_affine,1536,9.382,98,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,true,false,true,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case098__zhi.smt2,6abeab3ae5342c49,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case099|xlo,0.005964,true,1536,1536,0,0_of_0,988b_3824b402fbc004df,true,true,true,0,true,ambiguity_affine,1536,9.382,99,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,true,false,false,sat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case099__xlo.smt2,3824b402fbc004df,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case099|xhi,0.006670,true,1536,1536,0,0_of_0,989b_1e3bf5449047931a,true,true,true,0,true,ambiguity_affine,1536,9.382,99,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case099__xhi.smt2,1e3bf5449047931a,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case099|ylo,0.005754,true,1536,1536,0,0_of_0,988b_e01ef5b10df53f4c,true,true,true,0,true,ambiguity_affine,1536,9.382,99,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,true,unsat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case099__ylo.smt2,e01ef5b10df53f4c,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case099|yhi,0.006161,true,1536,1536,0,0_of_0,989b_ae3d67f5bc176fdc,true,true,true,0,true,ambiguity_affine,1536,9.382,99,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,false,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case099__yhi.smt2,ae3d67f5bc176fdc,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case099|zlo,0.006979,true,1536,1536,0,0_of_0,990b_359998b039f9f102,true,true,true,0,true,ambiguity_affine,1536,9.382,99,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case099__zlo.smt2,359998b039f9f102,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case099|zhi,0.005764,true,1536,1536,0,0_of_0,988b_3d0eedc0899f0c55,true,true,true,0,true,ambiguity_affine,1536,9.382,99,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,true,false,true,sat,2,true,truth_is_magnitude_free,988,ambiguity_affine__case099__zhi.smt2,3d0eedc0899f0c55,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case100|xlo,0.005858,true,1536,1536,0,0_of_0,990b_60534738215d2507,true,true,true,0,true,ambiguity_affine,1536,9.382,100,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case100__xlo.smt2,60534738215d2507,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case100|xhi,0.006404,true,1536,1536,0,0_of_0,991b_1087f3ac5302ead4,true,true,true,0,true,ambiguity_affine,1536,9.382,100,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case100__xhi.smt2,1087f3ac5302ead4,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case100|ylo,0.006222,true,1536,1536,0,0_of_0,991b_c42bf09f80aa7c13,true,true,true,0,true,ambiguity_affine,1536,9.382,100,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,false,true,false,unsat,2,true,truth_is_magnitude_free,991,ambiguity_affine__case100__ylo.smt2,c42bf09f80aa7c13,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case100|yhi,0.006119,true,1536,1536,0,0_of_0,990b_fc6dff9394c9809f,true,true,true,0,true,ambiguity_affine,1536,9.382,100,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,true,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case100__yhi.smt2,fc6dff9394c9809f,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case100|zlo,0.005963,true,1536,1536,0,0_of_0,992b_aae97b91fa4e7d26,true,true,true,0,true,ambiguity_affine,1536,9.382,100,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,false,unsat,2,true,truth_is_magnitude_free,992,ambiguity_affine__case100__zlo.smt2,aae97b91fa4e7d26,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case100|zhi,0.006373,true,1536,1536,0,0_of_0,990b_ceded48c137600bb,true,true,true,0,true,ambiguity_affine,1536,9.382,100,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,true,false,true,sat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case100__zhi.smt2,ceded48c137600bb,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case101|xlo,0.006267,true,1536,1536,0,0_of_0,989b_23e93d2be2be7c33,true,true,true,0,true,ambiguity_affine,1536,9.382,101,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case101__xlo.smt2,23e93d2be2be7c33,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case101|xhi,0.005810,true,1536,1536,0,0_of_0,990b_9c6394aacd9cd8c4,true,true,true,0,true,ambiguity_affine,1536,9.382,101,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xhi,false,true,false,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case101__xhi.smt2,9c6394aacd9cd8c4,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case101|ylo,0.006423,true,1536,1536,0,0_of_0,989b_77dd8a55dfa385c0,true,true,true,0,true,ambiguity_affine,1536,9.382,101,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,ylo,true,false,false,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case101__ylo.smt2,77dd8a55dfa385c0,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case101|yhi,0.005812,true,1536,1536,0,0_of_0,989b_b85bcd9f1e6d797f,true,true,true,0,true,ambiguity_affine,1536,9.382,101,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,yhi,false,true,true,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case101__yhi.smt2,b85bcd9f1e6d797f,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case101|zlo,0.006031,true,1536,1536,0,0_of_0,990b_176d6499b0d01885,true,true,true,0,true,ambiguity_affine,1536,9.382,101,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zlo,false,true,true,unsat,2,true,truth_is_magnitude_free,990,ambiguity_affine__case101__zlo.smt2,176d6499b0d01885,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
z3-5.1.0,ambiguity_affine|case101|zhi,0.006180,true,1536,1536,0,0_of_0,989b_13ebe37d4fb99997,true,true,true,0,true,ambiguity_affine,1536,9.382,101,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,zhi,true,false,true,sat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case101__zhi.smt2,13ebe37d4fb99997,Z3_version_5.1.0_-_64_bit,sat,192,399.598
z3-5.1.0,ambiguity_affine|case102|xlo,0.006012,true,1536,1536,0,0_of_0,989b_c1a1edf593b00cd2,true,true,true,0,true,ambiguity_affine,1536,9.382,102,120,192,0,0,0,98304,0,6836,0,192,V-24|V-25|M-165|M-352,0,affine,xlo,false,true,true,unsat,2,true,truth_is_magnitude_free,989,ambiguity_affine__case102__xlo.smt2,c1a1edf593b00cd2,Z3_version_5.1.0_-_64_bit,unsat,192,399.598
