# experiment P-176 (R-176)
# hypothesis: Duminil-Copin, Rivera, Rodriguez & Vanneuville (arXiv:2108.08008 / 10.1214/22-aop1594, acquired and converted this session, 61 pp.) prove that for smooth Gaussian fields in dimension d >= 3 the critical level l_c(d) is strictly positive -- the nodal set percolates in 3D in a regime where the 2D analogue does not. For a voxel game that is a statement about caves: at isovalue 0 the excavated region should have one giant component rather than many isolated pockets. (C1) Sweeping the isovalue on fbm_terrain and noise_cavity, a giant component appears -- one component holding above 50% of the air volume -- and the isovalue at which it appears is reported. (C2) The 3D behaviour differs qualitatively from a 2D slice of the same field, which is the theorem's actual content and the control that says the effect is dimensional. (C3) The measured components agree with the crate's existing Air union-find connectivity, which is an independent check on both. SHARE: none -- this predicts a property of generated worlds, and M-311's union-find is the instrument.
# falsified by: C1 by no giant component at any isovalue, which for a cave generator would be a design-relevant negative -- it would mean the field produces isolated pockets and connectivity must be authored rather than emergent. C2 by 2D and 3D behaving alike, which would mean our fields are too far from the theorem's Gaussian hypothesis for it to describe them -- and fbm_terrain is hash-based lattice noise, not a Gaussian field, so this is a real risk and is registered as one. C3 by disagreement with the union-find. VACUITY CONTROL: the isovalue sweep must include values producing both many-small-components and one-large-component regimes, reported as a distribution, or the transition is outside the swept range.
# commit f24c09b on amd-ryzen-9-5900x-12-core at 2026-08-30T09:31:23Z
field,isovalue,components,largest_component_fraction,component_size_distribution,giant_component_exists,percolation_isovalue,two_d_slice_comparison,air_union_find_agreement,c1_holds,c2_holds,c3_holds,air_fraction_of_region,air_samples,air_samples_2d,air_uf_air_samples,air_uf_components,air_uf_labels,air_uf_sizes_match,cap_max_sdf,components_2d,connectivity_2d,connectivity_3d,dimension_gap_rows,fragmented_rows,giant_at_zero,giant_component_2d,giant_rows_with_real_air,largest_component_fraction_2d,largest_component_fraction_at_zero,largest_component_size,largest_component_span_fraction,mask_rule,outer_shell_air_fraction,outer_shell_components,outer_shell_largest_fraction,percolation_isovalue_2d,percolation_rung_fragmented,percolation_rung_giant,region_samples,resolution,row_ms,single_component_rows,slice_plane,slice_populated_rows,sweep_hi,sweep_lo,sweep_rungs,sweep_step
noise_cavity,0.295489,120,0.089945,120c|263|118|104|94|92|+115,false,0.029340,3d:120@0.0899|2d:10@0.2571,true,true,true,true,0.016528,2924,35,2924,120,120,true,-0.050024,10,4,6,6,28,true,false,6,0.257143,0.814493,263,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.6,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.278215,119,0.079555,119c|279|132|124|109|107|+114,false,0.029340,3d:119@0.0796|2d:11@0.2500,true,true,true,true,0.019824,3507,44,3507,119,119,true,-0.050024,11,4,6,6,28,true,false,6,0.250000,0.814493,279,0.072464,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.6,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.260940,125,0.071944,125c|299|149|146|139|138|+120,false,0.029340,3d:125@0.0719|2d:11@0.2321,true,true,true,true,0.023492,4156,56,4156,125,125,true,-0.050024,11,4,6,6,28,true,false,6,0.232143,0.814493,299,0.086957,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.7,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.243666,167,0.065680,167c|333|203|179|164|152|+162,false,0.029340,3d:167@0.0657|2d:12@0.2029,true,true,true,true,0.028659,5070,69,5070,167,167,true,-0.050024,12,4,6,6,28,true,false,6,0.202899,0.814493,333,0.086957,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.7,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.226391,171,0.075748,171c|476|242|239|213|200|+166,false,0.029340,3d:171@0.0757|2d:14@0.3028,true,true,true,true,0.035521,6284,109,6284,171,171,true,-0.050024,14,4,6,6,28,true,false,6,0.302752,0.814493,476,0.144928,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.7,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.209117,153,0.070088,153c|534|466|338|290|249|+148,false,0.029340,3d:153@0.0701|2d:14@0.2692,true,true,true,true,0.043067,7619,130,7619,153,153,true,-0.050024,14,4,6,6,28,true,false,6,0.269231,0.814493,534,0.144928,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.8,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.191842,150,0.078703,150c|704|534|389|330|321|+145,false,0.029340,3d:150@0.0787|2d:13@0.2449,true,true,true,true,0.050563,8945,147,8945,150,150,true,-0.050024,13,4,6,6,28,true,false,6,0.244898,0.814493,704,0.159420,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,3.9,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.174568,146,0.077707,146c|808|751|439|370|363|+141,false,0.029340,3d:146@0.0777|2d:16@0.2331,true,true,true,true,0.058776,10398,163,10398,146,146,true,-0.050024,16,4,6,6,28,true,false,6,0.233129,0.814493,808,0.159420,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.0,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.157293,146,0.075158,146c|894|825|497|421|412|+141,false,0.029340,3d:146@0.0752|2d:16@0.2143,true,true,true,true,0.067238,11895,182,11895,146,146,true,-0.050024,16,4,6,6,28,true,false,6,0.214286,0.814493,894,0.188406,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.0,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.140019,137,0.074135,137c|992|915|669|627|481|+132,false,0.029340,3d:137@0.0741|2d:19@0.1990,true,true,true,true,0.075638,13381,206,13381,137,137,true,-0.050024,19,4,6,6,28,true,false,6,0.199029,0.814493,992,0.188406,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.122744,135,0.075378,135c|1126|983|730|709|586|+130,false,0.029340,3d:135@0.0754|2d:20@0.1774,true,true,true,true,0.084439,14938,248,14938,135,135,true,-0.050024,20,4,6,6,28,true,false,6,0.177419,0.814493,1126,0.231884,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.105470,131,0.084981,131c|1431|1137|1096|915|813|+126,false,0.029340,3d:131@0.0850|2d:21@0.1838,true,true,true,true,0.095185,16839,272,16839,131,131,true,-0.050024,21,4,6,6,28,true,false,6,0.183824,0.814493,1431,0.333333,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.088196,138,0.133533,138c|2547|1385|1200|1195|1027|+133,false,0.029340,3d:138@0.1335|2d:25@0.2117,true,true,true,true,0.107818,19074,326,19074,138,138,true,-0.050024,25,4,6,6,28,true,false,6,0.211656,0.814493,2547,0.449275,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.4,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.070921,127,0.179270,127c|3857|1546|1365|1358|1325|+122,false,0.029340,3d:127@0.1793|2d:29@0.1909,true,true,true,true,0.121616,21515,372,21515,127,127,true,-0.050024,29,4,6,6,28,true,false,6,0.190860,0.814493,3857,0.637681,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.5,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.053647,111,0.226191,111c|5427|2438|1981|1544|1516|+106,false,0.029340,3d:111@0.2262|2d:34@0.1752,true,true,true,true,0.135623,23993,428,23993,111,111,true,-0.050024,34,4,6,6,28,true,false,6,0.175234,0.814493,5427,0.710145,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.7,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.036372,100,0.360519,100c|9557|2657|2617|2193|2022|+95,false,0.029340,3d:100@0.3605|2d:31@0.1624,true,true,true,true,0.149845,26509,468,26509,100,100,true,-0.050024,31,4,6,6,28,true,false,6,0.162393,0.814493,9557,0.884058,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,4.7,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.019098,81,0.521363,81c|15253|3018|2464|2446|2255|+76,true,0.029340,3d:81@0.5214|2d:29@0.1466,true,true,true,true,0.165373,29256,532,29256,81,81,true,-0.050024,29,4,6,6,28,true,false,6,0.146617,0.814493,15253,0.913043,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,5.0,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.001823,69,0.814620,69c|26388|2850|840|621|446|+64,true,0.029340,3d:69@0.8146|2d:30@0.1358,true,true,true,true,0.183105,32393,589,32393,69,69,true,-0.050024,30,4,6,6,28,true,false,6,0.135823,0.814493,26388,0.927536,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,5.2,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,0.000000,66,0.814493,66c|26695|2885|854|626|448|+61,true,0.029340,3d:66@0.8145|2d:29@0.1331,true,true,true,true,0.185265,32775,601,32775,66,66,true,-0.050024,29,4,6,6,28,true,false,6,0.133111,0.814493,26695,0.927536,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,5.1,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,-0.015451,71,0.839921,71c|30007|3195|666|487|235|+66,true,0.029340,3d:71@0.8399|2d:23@0.1267,true,true,true,true,0.201946,35726,671,35726,71,71,true,-0.050024,23,4,6,6,28,true,false,6,0.126677,0.814493,30007,0.927536,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,5.2,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,-0.032726,66,0.842058,66c|32895|3709|705|528|267|+61,true,0.029340,3d:66@0.8421|2d:22@0.1685,true,true,true,true,0.220820,39065,742,39065,66,66,true,-0.050024,22,4,6,6,28,true,false,6,0.168464,0.814493,32895,0.942029,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,5.3,1,z=48,18,0.640978,-0.050000,42,0.017274
noise_cavity,-0.050000,70,0.850013,70c|35919|4028|740|559|290|+65,true,0.029340,3d:70@0.8500|2d:20@0.1617,true,true,true,true,0.238863,42257,810,42257,70,70,true,-0.050024,20,4,6,6,28,true,false,6,0.161728,0.814493,35919,0.985507,cap_sdf_lt_-0.05,0.825811,12,0.999874,none,0.036372,0.019098,176909,97,5.5,1,z=48,18,0.640978,-0.050000,42,0.017274
