# experiment P-92 (R-092)
# hypothesis: THE BAR IS PUBLIC AND LOW. meshoptimizer decodes sponza -- 184k vertices, 262k triangles -- in 1.92 ms on a Core i7-8650U at 2 GHz, against Draco's 169 ms. That is about 7.3 NANOSECONDS PER TRIANGLE, SINGLE-THREADED, TO DECODE, and decoding produces geometry and nothing else. This crate's extraction produces the geometry AND the material weights AND the gradient normals from a field plus an edit log that is far smaller than any encoding of 440k triangles. And M-31's bit-exact cross-platform determinism turns that from a gamble into a protocol: both endpoints extract the same mesh from the same field, and the golden hashes prove it. THE SWEEP FOUND NOTHING PUBLISHED ON THIS. (C1) Marginal extraction cost per triangle is under 7.3 ns on the Zen 3 for marching_cubes at 33^3 chunks, i.e. re-extracting is cheaper than decoding an encoded mesh of the same output. THIS IS GENUINELY UNCERTAIN and is why it is measured rather than asserted: M-20's 4.75 ns per SAMPLE and x51's 10.68 ns per sample extraction marginal do not settle a per-TRIANGLE figure. (C2) The field plus edit log for a dug chunk is at least 20x smaller than meshopt's encoding of that chunk's triangles, across M-50's four log buckets. (C3) Extraction from the same field and log on the M5 and the Zen 3 produces byte-identical output over a 10^4-edit trace -- M-31 at 216 fixtures extended to a long replay, which is a different regime. SHARE: C1 is a per-triangle cost, compared like for like against a published per-triangle cost on named hardware.
# falsified by: C1 by above 7.3 ns, which closes the argument with a number and is the outcome to expect if the surface-to-triangle ratio is unfavourable. C2 by under 20x, which would mean long edit logs approach the size of the geometry they produce and the argument has a crossover the log-trimming ticket must respect. C3 BY ONE DIFFERING BYTE, which is the single most important negative result available here and would end the direction. VACUITY CONTROL: the encoded-size arm must use a real encoder on the real triangles, not an estimate, and its decode time must be measured on this machine rather than quoted from the blog post.
# commit ad0a5a3 on amd-ryzen-9-5900x-12-core at 2026-08-28T00:59:12Z
field,chunk_cells,triangles,extract_ms,ns_per_triangle,meshopt_bytes,meshopt_decode_ms,meshopt_ns_per_triangle,field_plus_log_bytes,size_ratio,log_bucket,replay_edits,bytes_differing,c1_holds,c2_holds,c3_holds,arm,brushes,brushes_biting,brushes_drawn,bytes_differing_scope,c1_holds_vs_measured,cycles_per_triangle,cycles_per_triangle_total,fit_a_ms,fit_points,fit_r2,fit_sound,ghz,knob,mesh_bytes,meshopt_bytes_f32,meshopt_bytes_per_triangle,meshopt_control_differing,meshopt_index_bytes,meshopt_roundtrip_differing,meshopt_vertex_bytes,ns_per_triangle_total,peer,precision,published_ns_per_triangle,regen_control_differing,regen_differing,replay_min_triangles,replay_ms,replay_total_triangles,samples,size_ratio_f32,triangle_term_share,vertices,worst_ratio
fbm_terrain,32,3526,6.841262,129.9082,16515,0.015620,4.4299,89,185.5618,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,8200.9562,6.381141,8,0.999781,true,4.1838,1.5000,131352,37456,4.6838,1,4237,0,12278,1940.2331,n/a,f64,7.3,131352,0,n/a,n/a,n/a,35937,420.8539,0.0670,1855,1.0000
fbm_terrain,32,4062,6.905962,129.9082,19308,0.018290,4.5027,89,216.9438,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,7128.6951,6.381141,8,0.999781,true,4.1840,2.0000,151080,43709,4.7533,1,4901,0,14407,1700.1384,n/a,f64,7.3,151080,0,n/a,n/a,n/a,35937,491.1124,0.0764,2132,1.0000
fbm_terrain,32,4562,6.975153,129.9082,21625,0.020910,4.5835,89,242.9775,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,6410.4521,6.381141,8,0.999781,true,4.1633,2.5000,169464,49237,4.7402,1,5457,0,16168,1528.9682,n/a,f64,7.3,169464,0,n/a,n/a,n/a,35937,553.2247,0.0850,2390,1.0000
fbm_terrain,32,5034,7.033344,129.9082,23689,0.023650,4.6981,89,266.1685,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,5852.2050,6.381141,8,0.999781,true,4.1842,3.0000,187080,54762,4.7058,1,5985,0,17704,1397.1681,n/a,f64,7.3,187080,0,n/a,n/a,n/a,35937,615.3034,0.0930,2639,1.0000
fbm_terrain,32,5172,7.054124,129.9082,24418,0.024730,4.7815,89,274.3596,none,0,0,false,n/a,n/a,c1_marginal,0,n/a,n/a,regen-from-description,false,536.9738,5721.4636,6.381141,8,0.999781,true,4.1795,3.5000,193440,56744,4.7212,1,6103,0,18315,1363.9064,n/a,f64,7.3,193440,0,n/a,n/a,n/a,35937,637.5730,0.0952,2737,1.0000
gyroid_dug30,32,7840,4.425201,309.5667,35259,0.038910,4.9630,551,63.9909,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,2366.8291,2.096217,8,0.998105,true,4.1808,0.5000,190440,82680,4.4973,1,9438,0,25821,564.4389,n/a,f32,7.3,302644,0,n/a,n/a,n/a,35937,150.0544,0.5485,4015,1.0000
gyroid_dug30,32,9228,5.069116,309.5667,42131,0.046861,5.0781,551,76.4628,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,2301.2218,2.096217,8,0.998105,true,4.1825,1.0000,226632,100254,4.5656,1,10965,0,31166,549.3190,n/a,f32,7.3,602451,0,n/a,n/a,n/a,35937,181.9492,0.5635,4829,1.0000
gyroid_dug30,32,11708,5.774362,309.5667,54491,0.061191,5.2264,551,98.8947,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,2066.9214,2.096217,8,0.998105,true,4.1842,1.5000,287496,129575,4.6542,1,14063,0,40428,493.1980,n/a,f32,7.3,925242,0,n/a,n/a,n/a,35937,235.1633,0.6277,6125,1.0000
gyroid_dug30,32,15280,6.778452,309.5667,72176,0.084091,5.5033,551,130.9909,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,1859.2642,2.096217,8,0.998105,true,4.1842,2.0000,376824,169699,4.7236,1,18366,0,53810,443.6160,n/a,f32,7.3,1236289,0,n/a,n/a,n/a,35937,307.9837,0.6978,8061,1.0000
gyroid_dug30,32,17300,7.482798,309.5667,82116,0.099051,5.7255,551,149.0309,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,1811.5550,2.096217,8,0.998105,true,4.1834,2.5000,426216,191471,4.7466,1,20876,0,61240,432.5317,n/a,f32,7.3,1509689,0,n/a,n/a,n/a,35937,347.4973,0.7157,9109,1.0000
gyroid_dug30,32,20984,8.513137,309.5667,100760,0.126991,6.0518,551,182.8675,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,1698.9804,2.096217,8,0.998105,true,4.1818,3.0000,515400,232342,4.8018,1,25623,0,75137,405.6966,n/a,f32,7.3,1822981,0,n/a,n/a,n/a,35937,421.6733,0.7630,10983,1.0000
gyroid_dug30,32,23268,9.206783,309.5667,112962,0.144791,6.2228,551,205.0127,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,1657.9458,2.096217,8,0.998105,true,4.1848,3.5000,575592,260754,4.8548,1,28243,0,84719,395.6843,n/a,f32,7.3,2150282,0,n/a,n/a,n/a,35937,473.2377,0.7824,12349,1.0000
gyroid_dug30,32,26384,10.380214,309.5667,127975,0.168702,6.3941,551,232.2595,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1298.4850,1651.0025,2.096217,8,0.998105,true,4.1774,4.0000,648600,292463,4.8505,1,32578,0,95397,393.4284,n/a,f32,7.3,2457269,0,n/a,n/a,n/a,35937,530.7858,0.7868,13833,1.0000
gyroid_dug30,32,7840,5.758722,426.1258,35245,0.039700,5.0638,1055,33.4076,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,3082.3721,2.630045,8,0.998302,true,4.1838,0.5000,286800,82675,4.4955,1,9438,0,25807,734.5309,n/a,f64,7.3,286800,0,n/a,n/a,n/a,35937,78.3649,0.5801,4015,1.0000
gyroid_dug30,32,9228,6.697881,426.1258,42124,0.046640,5.0542,1055,39.9280,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,3041.3346,2.630045,8,0.998302,true,4.1849,1.0000,342528,100240,4.5648,1,10965,0,31159,725.8215,n/a,f64,7.3,342528,0,n/a,n/a,n/a,35937,95.0142,0.5871,4829,1.0000
gyroid_dug30,32,11708,7.746240,426.1258,54476,0.061050,5.2144,1055,51.6360,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,2771.9311,2.630045,8,0.998302,true,4.1842,1.5000,434496,129583,4.6529,1,14063,0,40413,661.6194,n/a,f64,7.3,434496,0,n/a,n/a,n/a,35937,122.8275,0.6441,6125,1.0000
gyroid_dug30,32,15280,9.167984,426.1258,72169,0.083761,5.4817,1055,68.4066,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,2513.1162,2.630045,8,0.998302,true,4.1839,2.0000,570288,169723,4.7231,1,18366,0,53803,599.9990,n/a,f64,7.3,570288,0,n/a,n/a,n/a,35937,160.8749,0.7102,8061,1.0000
gyroid_dug30,32,17300,10.021181,426.1258,82116,0.100451,5.8064,1055,77.8351,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,2430.7849,2.630045,8,0.998302,true,4.1757,2.5000,644832,191465,4.7466,1,20876,0,61240,579.2590,n/a,f64,7.3,644832,0,n/a,n/a,n/a,35937,181.4834,0.7356,9109,1.0000
gyroid_dug30,32,20984,11.460164,426.1258,100757,0.128601,6.1285,1055,95.5043,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,2287.9365,2.630045,8,0.998302,true,4.1854,3.0000,778992,232323,4.8016,1,25623,0,75134,546.1382,n/a,f64,7.3,778992,0,n/a,n/a,n/a,35937,220.2114,0.7803,10983,1.0000
gyroid_dug30,32,23268,12.505144,426.1258,112967,0.143892,6.1841,1055,107.0777,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,2250.6103,2.630045,8,0.998302,true,4.1806,3.5000,871968,260783,4.8550,1,28243,0,84724,537.4396,n/a,f64,7.3,871968,0,n/a,n/a,n/a,35937,247.1877,0.7929,12349,1.0000
gyroid_dug30,32,26384,13.928237,426.1258,127967,0.169842,6.4373,1055,121.2957,16-30,0,0,false,n/a,n/a,c1_marginal,30,n/a,n/a,regen-from-description,false,1782.5839,2210.2643,2.630045,8,0.998302,true,4.1823,4.0000,980592,292476,4.8502,1,32578,0,95389,527.9047,n/a,f64,7.3,980592,0,n/a,n/a,n/a,35937,277.2284,0.8072,13833,1.0000
gyroid_dug,32,15460,4.767534,308.3787,72870,0.084690,5.4780,296,246.1824,1-15,0,0,n/a,true,n/a,c2_size,15,15,64,regen-from-description,false,1296.0051,1296.0051,0.000000,1,0.000000,n/a,4.1760,15.0000,380952,170946,4.7135,1,18562,0,54308,308.3787,n/a,f32,7.3,1235498,0,n/a,n/a,n/a,35937,577.5203,1.0000,8143,1.0000
gyroid_dug,32,16460,7.271616,441.7750,77704,0.092290,5.6069,551,141.0236,16-30,0,0,n/a,true,n/a,c2_size,30,30,64,regen-from-description,false,1849.8183,1849.8183,0.000000,1,0.000000,n/a,4.1830,30.0000,404616,181348,4.7208,1,19868,0,57836,441.7750,n/a,f32,7.3,1235873,0,n/a,n/a,n/a,35937,329.1252,1.0000,8629,1.0000
gyroid_dug,32,16960,9.709148,572.4733,80356,0.097271,5.7353,806,99.6973,31-45,0,0,n/a,true,n/a,c2_size,45,45,64,regen-from-description,false,2397.0829,2397.0829,0.000000,1,0.000000,n/a,4.1818,45.0000,416568,187235,4.7380,1,20561,0,59795,572.4733,n/a,f32,7.3,1235003,0,n/a,n/a,n/a,35937,232.3015,1.0000,8877,1.0000
gyroid_dug,32,17340,12.167111,701.6788,82360,0.099251,5.7238,1061,77.6249,46-60,0,0,n/a,true,n/a,c2_size,60,60,64,regen-from-description,false,2938.1423,2938.1423,0.000000,1,0.000000,n/a,4.1841,60.0000,425928,191476,4.7497,1,21038,0,61322,701.6788,n/a,f32,7.3,1235515,0,n/a,n/a,n/a,35937,180.4675,1.0000,9077,1.0000
gyroid_dug_replay,32,15785,9.954185,672.1540,74294,0.089721,5.6839,1715,43.3201,46-60,10000,0,n/a,n/a,true,c3_replay,50,n/a,n/a,cross-machine-digest-stream,false,unavailable,unavailable,0.000000,1,0.000000,n/a,unavailable,10000.0000,585468,160200,4.7066,1,19084,0,55210,630.6104,experiment_p92_replay-apple-m5.bin,f64,7.3,0,0,12394,99541.849,148093810,35937,93.4111,1.0659,8251,unavailable
gyroid_dug_replay,32,15785,9.954185,672.1540,74294,0.089721,5.6839,1715,43.3201,46-60,10000,1,n/a,n/a,control,c3_control,50,n/a,n/a,control-onebyteflipped,false,unavailable,unavailable,0.000000,1,0.000000,n/a,unavailable,10000.0000,585468,160200,4.7066,1,19084,0,55210,630.6104,experiment_p92_replay-control-onebyteflipped.bin,f64,7.3,0,0,12394,99541.849,148093810,35937,93.4111,1.0659,8251,unavailable
