# experiment P-61 (R-059)
# hypothesis: M-356 found a mesh bit-exactly equivariant under axis RELABELLING and not under REFLECTION, and attributed it to a/(a-b) and b/(b-a) being two divisions of the same two values. That is right and incomplete. The subtraction is innocent: IEEE round-to-nearest is sign-symmetric, so fl(b-a) = -fl(a-b) EXACTLY. What breaks is the ANCHOR -- cube::edge_crossing returns a parameter measured from the LOWER corner and the placements put the vertex at lower + t, so a reflection swaps which corner is lower and the correct reflected parameter is 1 - t, which is not representable as b/(b-a). Store the crossing instead as a signed offset from the edge MIDPOINT: d = ((a + b) / 2) / (a - b) in [-1/2, +1/2], position = edge_midpoint + h * d. This is exactly antisymmetric under the simultaneous endpoint-and-sign swap by four IEEE 754 guarantees rather than by observation: fl(a+b) = fl(b+a) because addition is commutative; halving is exact because 2 is a power of two; fl(b-a) = -fl(a-b) because round-to-nearest is odd; and fl(S / -D) = -fl(S / D) for the same reason. The [0,1] parameter frame cannot host this because reflection acts there as 0 <-> 1, an AFFINE map, and floating point respects sign flips exactly and affine maps only approximately. THIS IS A src/ CHANGE, registered as one: cube::edge_crossing becomes cube::edge_offset and all five placements move to the centred frame -- marching_cubes/mod.rs edge_position (which computes a/(a-b) inline), marching_cubes/trilinear.rs local_crossing, surface_nets.rs, hermite.rs and transvoxel/cell.rs. (C1) The octahedral relation is re-measured with P-57's own fixtures and group, and elements_vertex_exact reads 48 on EVERY row that fixture_can_fail marks true, in both the primal and the dual family, at both 33 and 25 samples per axis. POPULATION, counted from docs/experiments/p-57.csv before this harness was written: 98 of 112 rows have fixture_can_fail = true -- 56 primal and 42 dual -- and ZERO of those 98 currently reach 48, so the clause has 98 rows on which it can fire and all 98 currently fail. The 14 box_exact rows are excluded by fixture_can_fail because that field's zero set lies on dyadic planes and its 8 rows at 48 of 48 are the fixture rather than the extractor. The harness asserts the fixture columns cut_edges, order_sensitive_edges, grid_symmetric and fixture_can_fail against p-57.csv row for row before reporting anything, so a drift in the re-implemented group or fixture is a failure rather than a new number. (C2) A COST CLAUSE, NOT A BENEFIT CLAUSE -- no reference field's golden hash is unchanged. The vertex positions genuinely move, T-007's 216 golden hashes are rebaselined in the same commit as the source change, and a claim that they do not move would mean the centred form is not on the path that produces vertices. Measured per fixture as edges_moved: the number of cut grid edges whose centred world position differs in bits from the lower-corner one, over all eight fields at 33 and 65 samples per axis. POPULATION: every field has cut edges at both resolutions, p-57.csv reading 1350 for box_exact alone at 33, so the clause fires on 16 of 16 rows. (C3) Symmetric Hausdorff changes by less than 1 percent in either direction on all eight reference fields at 33 and 65 samples per axis, and the self-intersections-per-1000 count changes by less than 1 percent. SCOPED TO marching_cubes, which the doc's clause leaves unstated: the sign classification is untouched by a placement change, so the topology and the index buffer are bit-identical and the two arms are the same mesh with substituted positions, which is an exact comparison. A dual vertex is a QEF solve over the crossings and its lower-corner counterpart is not recoverable by substitution, so it is not claimed. (C4) REGISTERED AS MEASUREMENT WITH A STATED RISK OF A NULL. M-32 says chunk seams are bit-exact only when the cell size is a power of two, and the mechanism it names is world_of_sample rather than the crossing, so the honest prediction is that C4 changes nothing. But the off-repo pre-measurement moves from 75.0 percent mismatches to 0 at h = 0.1, so the seam sweep is re-run at h = 0.1 and h = 3/32 as well as h = 0.125 and the answer recorded either way. The appendix pre-measurement is re-run inside this harness in Real for BOTH scalars rather than quoted: 2000000 random straddling pairs per row, cell-local and world frames, both forms.
# falsified by: C1: any row below 48 that fixture_can_fail marks true. Two mechanisms are already known that this change cannot reach and a falsification on them is expected rather than surprising -- the two tetrahedral extractors fail because a six-tetrahedron decomposition of a cell is not octahedrally invariant, which M-356 measured at 6 to 12 of 48 even on box_exact where order_sensitive_edges is 0, and the duals accumulate into A^T A in an order that axis relabelling permutes. C2: any field whose golden hash survives, or any fixture with edges_moved = 0, either of which would mean the centred form is not on the path that produces vertices. C3: any field moving more than 1 percent on either metric -- in which case the roughly 3-ulp worst-case tail the off-repo measurement recorded is buying a real geometric cost and the trade is a decision rather than a fix, to be raised and not merged. C4: NOTHING. That clause is registered as measurement and a null is the expected outcome; it is reported either way. And the pre-measurement itself is falsified by any non-zero mismatch count for the centred form in either scalar, which would mean the three-line IEEE argument is wrong.
# commit 331ebd1 on amd-ryzen-9-5900x-12-core at 2026-08-27T22:02:01Z
block,field,extractor,samples_per_axis,scalar,cell_size,elements_vertex_exact,elements_vertex_exact_p57,elements_triangle_exact,pure_permutation_exact,pure_sign_flip_exact,fixture_can_fail,cut_edges,edges_moved,worst_move_ulp,hausdorff_lower_corner,hausdorff_centred,hausdorff_ratio,self_intersections_per_1k_lower_corner,self_intersections_per_1k_centred,self_intersections_ratio,seam_vertices,seam_mismatches_lower_corner,seam_mismatches_centred,pairs,mismatches_lower_corner,mismatches_centred,out_of_cell_centred,c1_population,c1_rows_at_48,c1_holds,c2_fixtures_with_moved_edges,c2_holds,c3_worst_hausdorff_ratio,c3_worst_self_intersection_ratio,c3_holds,c4_seam_mismatch_delta,p57_fixture_columns_match,boundary_sign_constant,c2_fixtures,edges_moved_fraction,elements_tested,elements_vertex_exact_triangle_fail,family,first_failing_element,frame,grid_symmetric,grid_zero_coordinates,order_sensitive_edges,pre_worst_centred,pre_worst_lower_corner,rows_at_48_all_rows,seam_coordinate_mismatches,seam_worst_ulp_centred,seam_worst_ulp_lower_corner,triangles,vertex_failing_labels,vertices,vertices_substituted,wall_ms,worst_component_ulp,worst_differing_vertices
equivariance,torus,manifold_dual_contouring,25,f64,0.187500000,4,4,2,4,1,true,456,32,1,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,2,dual,perm=012;sign=-++,,true,1,32,0,1184666,36,,,,912,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,456,,38,9214996242126565750,200
equivariance,torus,subgrid_marching_tetrahedra,25,f64,0.187500000,6,6,3,6,1,true,456,32,1,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,primal,perm=012;sign=-++,,true,1,32,0,1184666,36,,,,2904,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,1452,,2753,9217066450797342902,1452
equivariance,box_exact,marching_cubes,33,f64,0.125000000,48,48,2,6,8,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,0,0,1184666,36,,,,2696,,1350,,40,0,0
equivariance,box_exact,marching_cubes+decider,33,f64,0.125000000,48,48,2,6,8,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,0,0,1184666,36,,,,2696,,1350,,40,0,0
equivariance,box_exact,marching_tetrahedra,33,f64,0.125000000,12,12,6,6,2,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,0,0,1184666,36,,,,10440,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,5222,,144,9214364837600034816,346
equivariance,box_exact,surface_nets,33,f64,0.125000000,6,6,3,6,1,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,dual,perm=012;sign=-++,,true,1,0,0,1184666,36,,,,2700,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,1352,,36,2,8
equivariance,box_exact,dual_contouring,33,f64,0.125000000,48,48,6,6,8,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,42,dual,none,,true,1,0,0,1184666,36,,,,2700,,1352,,71,0,0
equivariance,box_exact,manifold_dual_contouring,33,f64,0.125000000,48,48,6,6,8,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,42,dual,none,,true,1,0,0,1184666,36,,,,2700,,1352,,76,0,0
equivariance,box_exact,subgrid_marching_tetrahedra,33,f64,0.125000000,12,12,6,6,2,false,1350,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,0,0,1184666,36,,,,2880,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,1442,,7722,9214364837600034816,62
equivariance,box_exact,marching_cubes,25,f64,0.187500000,48,48,2,6,8,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,0,0,1184666,36,,,,1448,,726,,19,0,0
equivariance,box_exact,marching_cubes+decider,25,f64,0.187500000,48,48,2,6,8,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,0,0,1184666,36,,,,1448,,726,,19,0,0
equivariance,box_exact,marching_tetrahedra,25,f64,0.187500000,12,6,6,6,2,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,0,0,1184666,36,,,,5544,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,2774,,64,9214364837600034816,1586
equivariance,box_exact,surface_nets,25,f64,0.187500000,6,6,3,6,1,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,dual,perm=012;sign=-++,,true,1,0,0,1184666,36,,,,1452,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,728,,17,2,8
equivariance,box_exact,dual_contouring,25,f64,0.187500000,48,48,6,6,8,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,42,dual,none,,true,1,0,0,1184666,36,,,,1452,,728,,36,0,0
equivariance,box_exact,manifold_dual_contouring,25,f64,0.187500000,48,48,6,6,8,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,42,dual,none,,true,1,0,0,1184666,36,,,,1452,,728,,39,0,0
equivariance,box_exact,subgrid_marching_tetrahedra,25,f64,0.187500000,6,6,3,6,1,false,726,0,0,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,primal,perm=012;sign=-++,,true,1,0,0,1184666,36,,,,5544,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2774,,3340,9214364837600034816,2774
equivariance,csg_difference,marching_cubes,33,f64,0.125000000,48,6,1,6,8,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,47,primal,none,,true,1,50,0,1184666,36,,,,2768,,1386,,48,0,0
equivariance,csg_difference,marching_cubes+decider,33,f64,0.125000000,48,6,1,6,8,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,47,primal,none,,true,1,50,0,1184666,36,,,,2768,,1386,,48,0,0
equivariance,csg_difference,marching_tetrahedra,33,f64,0.125000000,12,6,6,6,2,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,50,0,1184666,36,,,,10572,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,5288,,148,9214364837600034816,617
equivariance,csg_difference,surface_nets,33,f64,0.125000000,6,6,3,6,1,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,dual,perm=012;sign=-++,,true,1,50,0,1184666,36,,,,2772,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,1388,,44,9199421395139245020,178
equivariance,csg_difference,dual_contouring,33,f64,0.125000000,2,2,1,2,1,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,1,dual,perm=012;sign=-++,,true,1,50,0,1184666,36,,,,2772,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,1388,,86,9197929427999172213,93
equivariance,csg_difference,manifold_dual_contouring,33,f64,0.125000000,2,2,1,2,1,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,1,dual,perm=012;sign=-++,,true,1,50,0,1184666,36,,,,2772,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,1388,,93,9197929427999172213,93
equivariance,csg_difference,subgrid_marching_tetrahedra,33,f64,0.125000000,6,6,3,6,1,true,1386,30,16,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,primal,perm=012;sign=-++,,true,1,50,0,1184666,36,,,,4170,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2087,,10089,9214364837600034816,829
equivariance,csg_difference,marching_cubes,25,f64,0.187500000,48,6,1,6,8,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,47,primal,none,,true,1,31,0,1184666,36,,,,1496,,750,,23,0,0
equivariance,csg_difference,marching_cubes+decider,25,f64,0.187500000,48,6,1,6,8,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,47,primal,none,,true,1,31,0,1184666,36,,,,1496,,750,,23,0,0
equivariance,csg_difference,marching_tetrahedra,25,f64,0.187500000,12,6,6,6,2,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,31,0,1184666,36,,,,5604,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,2804,,69,9214364837600034816,1520
equivariance,csg_difference,surface_nets,25,f64,0.187500000,6,6,3,6,1,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,dual,perm=012;sign=-++,,true,1,31,0,1184666,36,,,,1500,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,,22,4,67
equivariance,csg_difference,dual_contouring,25,f64,0.187500000,2,2,1,2,1,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,1,dual,perm=012;sign=-++,,true,1,31,0,1184666,36,,,,1500,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,,46,9194649802597484236,88
equivariance,csg_difference,manifold_dual_contouring,25,f64,0.187500000,2,2,1,2,1,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,1,dual,perm=012;sign=-++,,true,1,31,0,1184666,36,,,,1500,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,,50,9194649802597484236,88
equivariance,csg_difference,subgrid_marching_tetrahedra,25,f64,0.187500000,6,6,3,6,1,true,750,35,8,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,primal,perm=012;sign=-++,,true,1,31,0,1184666,36,,,,5628,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2816,,4326,9214364837600034816,2816
equivariance,thin_plate,marching_cubes,33,f64,0.125000000,48,24,2,6,8,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,450,0,1184666,36,,,,1016,,510,,23,0,0
equivariance,thin_plate,marching_cubes+decider,33,f64,0.125000000,48,24,2,6,8,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,450,0,1184666,36,,,,1016,,510,,24,0,0
equivariance,thin_plate,marching_tetrahedra,33,f64,0.125000000,12,6,6,6,2,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,450,0,1184666,36,,,,3832,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,1918,,58,9214364837600034816,1350
equivariance,thin_plate,surface_nets,33,f64,0.125000000,6,6,3,6,1,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,dual,perm=012;sign=-++,,true,1,450,0,1184666,36,,,,1020,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,512,,21,256,400
equivariance,thin_plate,dual_contouring,33,f64,0.125000000,48,24,6,6,8,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,42,dual,none,,true,1,450,0,1184666,36,,,,1020,,512,,34,0,0
equivariance,thin_plate,manifold_dual_contouring,33,f64,0.125000000,48,24,6,6,8,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,42,dual,none,,true,1,450,0,1184666,36,,,,1020,,512,,36,0,0
equivariance,thin_plate,subgrid_marching_tetrahedra,33,f64,0.125000000,6,6,3,6,1,true,510,225,2,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,3,primal,perm=012;sign=-++,,true,1,450,0,1184666,36,,,,3964,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,1984,,7013,9214364837600034816,1924
equivariance,thin_plate,marching_cubes,25,f64,0.187500000,48,24,2,6,8,true,286,121,6,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,242,0,1184666,36,,,,568,,286,,11,0,0
equivariance,thin_plate,marching_cubes+decider,25,f64,0.187500000,48,24,2,6,8,true,286,121,6,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,46,primal,none,,true,1,242,0,1184666,36,,,,568,,286,,11,0,0
equivariance,thin_plate,marching_tetrahedra,25,f64,0.187500000,12,6,6,6,2,true,286,121,6,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,6,primal,perm=012;sign=-++,,true,1,242,0,1184666,36,,,,2104,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--,1054,,28,9213546001304149272,726
equivariance,thin_plate,surface_nets,25,f64,0.187500000,12,12,3,6,2,true,286,121,6,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,9,dual,perm=012;sign=-++,,true,1,242,0,1184666,36,,,,572,012/-++|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/-+-|021/+--|021/---|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/-+-|201/+--|201/---|210/-++|210/--+|210/++-|210/-+-|210/+--|210/---,288,,9,4,88
equivariance,thin_plate,dual_contouring,25,f64,0.187500000,24,24,3,6,4,true,286,121,6,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,21,dual,perm=012;sign=+-+,,true,1,242,0,1184666,36,,,,572,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,,17,2,288
equivariance,thin_plate,manifold_dual_contouring,25,f64,0.187500000,24,24,3,6,4,true,286,121,6,,,,,,,,,,,,,,98,28,false,14,false,0.000000000,0.000000000,true,0,true,true,16,,48,21,dual,perm=012;sign=+-+,,true,1,242,0,1184666,36,,,,572,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,,18,2,288
