# experiment P-57 (R-055)
# hypothesis: Every element of the 48-element octahedral group is a signed coordinate permutation and therefore exact in f64, so mesh(g*f) and g*mesh(f) are comparable bit-for-bit. Compared as SORTED VERTEX-POSITION MULTISETS, not as index buffers: table.rs picks safe_apex by lowest edge index, which is not invariant under axis relabelling, so a triangle-level relation is known-false in advance. (C1) the four primal extractors (marching_cubes, marching_cubes+decider, marching_tetrahedra, subgrid_marching_tetrahedra) are bit-exactly equivariant on ALL 48 elements, on all eight reference fields, because a primal vertex is a/(a-b) on one grid edge -- two values, no accumulation. (C2) the three dual extractors (surface_nets, dual_contouring, manifold_dual_contouring) are bit-exact on STRICTLY FEWER than 48, because M-177 established that a sum of position components is not bit-exactly equivariant by ordering alone; the count and identity of failing elements is the new number. (C3) a triangle-level relation fails where the vertex-level one holds, on at least one extractor, and the count of triangle-level mismatches is reported so the dossier's "2,688 false positives" warning is quantified rather than repeated.
# falsified by: A primal failure -- which is an axis-dependent bug and the thing this exists to catch; or all 48 holding on the dual path, which would contradict M-177 and be the more interesting result; or C3 finding zero triangle-level mismatches, which would mean safe_apex is invariant after all.
# commit 0d81ae6 (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-24T04:07:39Z
field,extractor,family,samples_per_axis,vertices,elements_tested,elements_vertex_exact,elements_triangle_exact,first_failing_element,first_failing_det,worst_component_ulp,fixture_can_fail,boundary_sign_constant,cell_size,cut_edges,det_minus_vertex_exact,det_plus_vertex_exact,elements_triangle_exact_raw,elements_vertex_exact_raw,elements_vertex_exact_triangle_fail,grid_symmetric,grid_zero_coordinates,order_sensitive_edges,origin,pure_permutation_exact,pure_sign_flip_exact,triangle_failing_mask,triangles,vertex_count_mismatches,vertex_failing_labels,vertex_failing_mask,wall_ms,worst_differing_vertices
csg_difference,marching_cubes,primal,33,1386,48,6,1,perm=012;sign=-++,-1,9,true,true,0.125000000,1386,3,3,1,6,5,true,1,50,-2.000000000,6,1,fffffffffffe,2768,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,72,50
csg_difference,marching_cubes+decider,primal,33,1386,48,6,1,perm=012;sign=-++,-1,9,true,true,0.125000000,1386,3,3,1,6,5,true,1,50,-2.000000000,6,1,fffffffffffe,2768,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,72,50
csg_difference,marching_tetrahedra,primal,33,5288,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.125000000,1386,3,3,3,6,3,true,1,50,-2.000000000,6,1,fffefefffffe,10572,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,280,705
csg_difference,surface_nets,dual,33,1388,48,6,3,perm=012;sign=-++,-1,9199421395139245020,true,true,0.125000000,1386,3,3,3,6,3,true,1,50,-2.000000000,6,1,fffefefffffe,2772,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,66,178
csg_difference,dual_contouring,dual,33,1388,48,2,1,perm=012;sign=-++,-1,9197929427999172213,true,true,0.125000000,1386,1,1,1,2,1,true,1,50,-2.000000000,2,1,fffffffffffe,2772,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,108,140
csg_difference,manifold_dual_contouring,dual,33,1388,48,2,1,perm=012;sign=-++,-1,9197929427999172213,true,true,0.125000000,1386,1,1,1,2,1,true,1,50,-2.000000000,2,1,fffffffffffe,2772,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,114,140
csg_difference,subgrid_marching_tetrahedra,primal,33,2087,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.125000000,1386,3,3,3,6,3,true,1,50,-2.000000000,6,1,fffefefffffe,4170,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,10131,829
csg_difference,marching_cubes,primal,25,750,48,6,1,perm=012;sign=-++,-1,6,true,true,0.187500000,750,3,3,1,6,5,true,1,31,-2.250000000,6,1,fffffffffffe,1496,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,35,31
csg_difference,marching_cubes+decider,primal,25,750,48,6,1,perm=012;sign=-++,-1,6,true,true,0.187500000,750,3,3,1,6,5,true,1,31,-2.250000000,6,1,fffffffffffe,1496,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,35,31
csg_difference,marching_tetrahedra,primal,25,2804,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.187500000,750,3,3,3,6,3,true,1,31,-2.250000000,6,1,fffefefffffe,5604,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,114,1574
csg_difference,surface_nets,dual,25,752,48,6,3,perm=012;sign=-++,-1,4,true,true,0.187500000,750,3,3,3,6,3,true,1,31,-2.250000000,6,1,fffefefffffe,1500,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,32,67
csg_difference,dual_contouring,dual,25,752,48,2,1,perm=012;sign=-++,-1,9194649802597484236,true,true,0.187500000,750,1,1,1,2,1,true,1,31,-2.250000000,2,1,fffffffffffe,1500,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,57,86
csg_difference,manifold_dual_contouring,dual,25,752,48,2,1,perm=012;sign=-++,-1,9194649802597484236,true,true,0.187500000,750,1,1,1,2,1,true,1,31,-2.250000000,2,1,fffffffffffe,1500,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,60,86
csg_difference,subgrid_marching_tetrahedra,primal,25,2816,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.187500000,750,3,3,3,6,3,true,1,31,-2.250000000,6,1,fffefefffffe,5628,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,4378,2816
thin_plate,marching_cubes,primal,33,510,48,24,1,perm=012;sign=+-+,-1,2,true,true,0.125000000,510,12,12,1,6,23,true,1,450,-2.000000000,6,4,fffffffffffe,1016,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,33,450
thin_plate,marching_cubes+decider,primal,33,510,48,24,1,perm=012;sign=+-+,-1,2,true,true,0.125000000,510,12,12,1,6,23,true,1,450,-2.000000000,6,4,fffffffffffe,1016,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,33,450
thin_plate,marching_tetrahedra,primal,33,1918,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.125000000,510,3,3,3,6,3,true,1,450,-2.000000000,6,1,fffefefffffe,3832,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,94,1806
thin_plate,surface_nets,dual,33,512,48,6,3,perm=012;sign=-++,-1,256,true,true,0.125000000,510,3,3,3,6,3,true,1,450,-2.000000000,6,1,fffefefffffe,1020,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,26,400
thin_plate,dual_contouring,dual,33,512,48,24,3,perm=012;sign=+-+,-1,3,true,true,0.125000000,510,12,12,3,24,21,true,1,450,-2.000000000,6,4,fffefefffffe,1020,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,40,512
thin_plate,manifold_dual_contouring,dual,33,512,48,24,3,perm=012;sign=+-+,-1,3,true,true,0.125000000,510,12,12,3,24,21,true,1,450,-2.000000000,6,4,fffefefffffe,1020,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,42,512
thin_plate,subgrid_marching_tetrahedra,primal,33,1984,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.125000000,510,3,3,3,6,3,true,1,450,-2.000000000,6,1,fffefefffffe,3964,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,7079,1924
thin_plate,marching_cubes,primal,25,286,48,24,1,perm=012;sign=+-+,-1,6,true,true,0.187500000,286,12,12,1,6,23,true,1,242,-2.250000000,6,4,fffffffffffe,568,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,15,242
thin_plate,marching_cubes+decider,primal,25,286,48,24,1,perm=012;sign=+-+,-1,6,true,true,0.187500000,286,12,12,1,6,23,true,1,242,-2.250000000,6,4,fffffffffffe,568,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,15,242
thin_plate,marching_tetrahedra,primal,25,1054,48,6,3,perm=012;sign=-++,-1,9213546001304149272,true,true,0.187500000,286,3,3,3,6,3,true,1,242,-2.250000000,6,1,fffefefffffe,2104,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,47,1010
thin_plate,surface_nets,dual,25,288,48,12,3,perm=012;sign=-++,-1,4,true,true,0.187500000,286,6,6,3,12,9,true,1,242,-2.250000000,6,2,fffefefffffe,572,0,012/-++|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/-+-|021/+--|021/---|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/-+-|201/+--|201/---|210/-++|210/--+|210/++-|210/-+-|210/+--|210/---,faeefcfceefa,12,88
thin_plate,dual_contouring,dual,25,288,48,24,3,perm=012;sign=+-+,-1,6,true,true,0.187500000,286,12,12,3,24,21,true,1,242,-2.250000000,6,4,fffefefffffe,572,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,20,288
thin_plate,manifold_dual_contouring,dual,25,288,48,24,3,perm=012;sign=+-+,-1,6,true,true,0.187500000,286,12,12,3,24,21,true,1,242,-2.250000000,6,4,fffefefffffe,572,0,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,ccf0aaaaf0cc,21,288
thin_plate,subgrid_marching_tetrahedra,primal,25,1054,48,6,3,perm=012;sign=-++,-1,9214364837600034816,true,true,0.187500000,286,3,3,3,6,3,true,1,242,-2.250000000,6,1,fffefefffffe,2104,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,3008,1054
gyroid,marching_cubes,primal,33,5292,48,6,1,perm=012;sign=-++,-1,71,true,true,0.437500000,5292,3,3,1,6,5,true,1,532,-7.000000000,6,1,fffffffffffe,10632,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,326,532
gyroid,marching_cubes+decider,primal,33,5292,48,6,1,perm=012;sign=-++,-1,71,true,true,0.437500000,5292,3,3,1,6,5,true,1,532,-7.000000000,6,1,fffffffffffe,10632,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,331,532
gyroid,marching_tetrahedra,primal,33,15196,48,6,3,perm=012;sign=-++,-1,9236761338464933087,true,true,0.437500000,5292,3,3,3,6,3,true,1,532,-7.000000000,6,1,fffefefffffe,30492,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,793,8336
gyroid,surface_nets,dual,33,5240,48,1,1,perm=012;sign=-++,-1,9194098639276867584,true,true,0.437500000,5292,0,1,1,1,0,true,1,532,-7.000000000,1,1,fffffffffffe,10584,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,269,4196
gyroid,dual_contouring,dual,33,5240,48,2,1,perm=012;sign=-++,-1,9236442247677725528,true,true,0.437500000,5292,1,1,1,2,1,true,1,532,-7.000000000,2,1,fffffffffffe,10584,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,602,2374
gyroid,manifold_dual_contouring,dual,33,5268,48,2,1,perm=012;sign=-++,-1,9236442247677725528,true,true,0.437500000,5292,1,1,1,2,1,true,1,532,-7.000000000,2,1,fffffffffffe,10584,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,637,2377
gyroid,subgrid_marching_tetrahedra,primal,33,16158,48,6,3,perm=012;sign=-++,-1,9236865396334931485,true,true,0.437500000,5292,3,3,3,6,3,true,1,532,-7.000000000,6,1,fffefefffffe,32364,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,49289,16157
gyroid,marching_cubes,primal,25,2298,48,6,1,perm=012;sign=-++,-1,268,true,true,0.656250000,2298,3,3,1,6,5,true,1,320,-7.875000000,6,1,fffffffffffe,4608,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,136,320
gyroid,marching_cubes+decider,primal,25,2298,48,6,1,perm=012;sign=-++,-1,268,true,true,0.656250000,2298,3,3,1,6,5,true,1,320,-7.875000000,6,1,fffffffffffe,4632,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,133,320
gyroid,marching_tetrahedra,primal,25,6486,48,6,3,perm=012;sign=-++,-1,9236834167791938992,true,true,0.656250000,2298,3,3,3,6,3,true,1,320,-7.875000000,6,1,fffefefffffe,12984,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,295,3730
gyroid,surface_nets,dual,25,2238,48,1,1,perm=012;sign=-++,-1,64,true,true,0.656250000,2298,0,1,1,1,0,true,1,320,-7.875000000,1,1,fffffffffffe,4596,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,119,1751
gyroid,dual_contouring,dual,25,2238,48,2,1,perm=012;sign=-++,-1,9236213945059555168,true,true,0.656250000,2298,1,1,1,2,1,true,1,320,-7.875000000,2,1,fffffffffffe,4596,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,273,1122
gyroid,manifold_dual_contouring,dual,25,2292,48,2,1,perm=012;sign=-++,-1,9236213945059555168,true,true,0.656250000,2298,1,1,1,2,1,true,1,320,-7.875000000,2,1,fffffffffffe,4596,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,292,1122
